scenario_id,scenario,modality_combination,missing_rate_percent,replicate,sample_index,sample_id,target_missing_rate,actual_missing_rate,content_length,gap_count,primitive_gap_count,segments_json,primitive_segments_json
1,A_10_MG1,A,10,1,37,125676$_$4,0.1,0.10344827586206896,29,3,3,"[[3, 3], [18, 18], [26, 26]]","[[18, 18], [26, 26], [3, 3]]"
1,A_10_MG1,A,10,1,38,128059$_$11,0.1,0.1,40,3,3,"[[10, 10], [12, 12], [26, 27]]","[[26, 27], [12, 12], [10, 10]]"
1,A_10_MG1,A,10,1,39,128059$_$12,0.1,0.1111111111111111,18,2,2,"[[2, 2], [10, 10]]","[[10, 10], [2, 2]]"
1,A_10_MG1,A,10,1,40,128059$_$2,0.1,0.125,16,2,2,"[[3, 3], [15, 15]]","[[15, 15], [3, 3]]"
1,A_10_MG1,A,10,1,41,128059$_$7,0.1,0.1,50,2,2,"[[8, 8], [24, 27]]","[[8, 8], [24, 27]]"
1,A_10_MG1,A,10,1,42,128059$_$6,0.1,0.1,50,2,2,"[[5, 8], [37, 37]]","[[37, 37], [5, 8]]"
1,A_10_MG1,A,10,1,43,128059$_$9,0.1,0.08333333333333333,24,1,1,"[[19, 20]]","[[19, 20]]"
1,A_10_MG1,A,10,1,44,128763$_$12,0.1,0.1,20,2,2,"[[3, 3], [18, 18]]","[[3, 3], [18, 18]]"
1,A_10_MG1,A,10,1,45,128763$_$3,0.1,0.11538461538461539,26,2,2,"[[6, 7], [24, 24]]","[[24, 24], [6, 7]]"
1,A_10_MG1,A,10,1,46,128763$_$2,0.1,0.07142857142857142,14,1,1,"[[8, 8]]","[[8, 8]]"
1,A_10_MG1,A,10,1,47,128763$_$5,0.1,0.08333333333333333,12,1,1,"[[6, 6]]","[[6, 6]]"
1,A_10_MG1,A,10,1,48,128763$_$7,0.1,0.1111111111111111,18,1,1,"[[4, 5]]","[[4, 5]]"
1,A_10_MG1,A,10,1,49,128763$_$8,0.1,0.1,10,1,1,"[[5, 5]]","[[5, 5]]"
1,A_10_MG1,A,10,1,50,130456$_$11,0.1,0.1111111111111111,36,3,3,"[[5, 5], [9, 9], [17, 18]]","[[5, 5], [9, 9], [17, 18]]"
1,A_10_MG1,A,10,1,51,130456$_$3,0.1,0.09523809523809523,21,2,2,"[[10, 10], [13, 13]]","[[13, 13], [10, 10]]"
1,A_10_MG1,A,10,1,52,130456$_$5,0.1,0.07692307692307693,13,1,1,"[[1, 1]]","[[1, 1]]"
1,A_10_MG1,A,10,1,53,130456$_$4,0.1,0.12,25,3,3,"[[12, 12], [15, 15], [18, 18]]","[[15, 15], [12, 12], [18, 18]]"
1,A_10_MG1,A,10,1,54,130456$_$7,0.1,0.1,10,1,1,"[[0, 0]]","[[0, 0]]"
1,A_10_MG1,A,10,1,55,130456$_$6,0.1,0.11428571428571428,35,4,4,"[[7, 7], [15, 15], [21, 21], [33, 33]]","[[15, 15], [21, 21], [7, 7], [33, 33]]"
1,A_10_MG1,A,10,1,56,188343$_$13,0.1,0.09090909090909091,44,4,4,"[[8, 8], [16, 16], [38, 38], [40, 40]]","[[8, 8], [38, 38], [40, 40], [16, 16]]"
1,A_10_MG1,A,10,1,57,188343$_$12,0.1,0.09375,32,1,1,"[[5, 7]]","[[5, 7]]"
1,A_10_MG1,A,10,1,58,188343$_$5,0.1,0.09090909090909091,22,2,2,"[[8, 8], [14, 14]]","[[8, 8], [14, 14]]"
1,A_10_MG1,A,10,1,59,188343$_$9,0.1,0.09375,32,2,2,"[[9, 10], [27, 27]]","[[27, 27], [9, 10]]"
1,A_10_MG1,A,10,1,60,188343$_$8,0.1,0.08695652173913043,23,1,1,"[[14, 15]]","[[14, 15]]"
1,A_10_MG1,A,10,1,61,1HK7Nea0PFo$_$1,0.1,0.10526315789473684,19,1,1,"[[10, 11]]","[[10, 11]]"
1,A_10_MG1,A,10,1,62,216097$_$1,0.1,0.13333333333333333,15,2,2,"[[2, 2], [12, 12]]","[[2, 2], [12, 12]]"
1,A_10_MG1,A,10,1,63,216097$_$2,0.1,0.11538461538461539,26,2,2,"[[2, 3], [22, 22]]","[[2, 3], [22, 22]]"
1,A_10_MG1,A,10,1,64,216097$_$5,0.1,0.08823529411764706,34,3,3,"[[7, 7], [17, 17], [26, 26]]","[[17, 17], [7, 7], [26, 26]]"
1,A_10_MG1,A,10,1,65,216097$_$4,0.1,0.10416666666666667,48,4,4,"[[5, 5], [7, 7], [17, 18], [28, 28]]","[[17, 18], [5, 5], [7, 7], [28, 28]]"
1,A_10_MG1,A,10,1,66,216097$_$7,0.1,0.1,50,5,5,"[[0, 0], [14, 14], [19, 19], [35, 35], [48, 48]]","[[14, 14], [19, 19], [35, 35], [48, 48], [0, 0]]"
1,A_10_MG1,A,10,1,67,216097$_$8,0.1,0.07142857142857142,14,1,1,"[[2, 2]]","[[2, 2]]"
1,A_10_MG1,A,10,1,68,223431$_$11,0.1,0.10344827586206896,29,3,3,"[[8, 8], [14, 14], [18, 18]]","[[14, 14], [8, 8], [18, 18]]"
1,A_10_MG1,A,10,1,69,223431$_$10,0.1,0.13333333333333333,15,1,1,"[[7, 8]]","[[7, 8]]"
1,A_10_MG1,A,10,1,70,223431$_$13,0.1,0.11538461538461539,26,2,2,"[[3, 3], [6, 7]]","[[6, 7], [3, 3]]"
1,A_10_MG1,A,10,1,71,223431$_$0,0.1,0.25,4,1,1,"[[3, 3]]","[[3, 3]]"
1,A_10_MG1,A,10,1,72,223431$_$5,0.1,0.10526315789473684,19,2,2,"[[3, 3], [13, 13]]","[[3, 3], [13, 13]]"
1,A_10_MG1,A,10,1,73,225770$_$3,0.1,0.1,50,4,4,"[[1, 2], [7, 7], [9, 9], [36, 36]]","[[36, 36], [1, 2], [9, 9], [7, 7]]"
1,A_10_MG1,A,10,1,74,225770$_$5,0.1,0.125,8,1,1,"[[6, 6]]","[[6, 6]]"
1,A_10_MG1,A,10,1,75,225770$_$4,0.1,0.08823529411764706,34,1,1,"[[29, 31]]","[[29, 31]]"
1,A_10_MG1,A,10,1,76,225770$_$6,0.1,0.11428571428571428,35,3,3,"[[6, 6], [11, 12], [21, 21]]","[[11, 12], [6, 6], [21, 21]]"
1,A_10_MG1,A,10,1,77,236021$_$12,0.1,0.07142857142857142,14,1,1,"[[2, 2]]","[[2, 2]]"
1,A_10_MG1,A,10,1,78,236021$_$1,0.1,0.10344827586206896,29,2,2,"[[16, 16], [25, 26]]","[[16, 16], [25, 26]]"
1,A_10_MG1,A,10,1,79,236021$_$3,0.1,0.1111111111111111,9,1,1,"[[8, 8]]","[[8, 8]]"
1,A_10_MG1,A,10,1,80,236021$_$2,0.1,0.1,50,3,3,"[[6, 7], [21, 22], [41, 41]]","[[21, 22], [41, 41], [6, 7]]"
1,A_10_MG1,A,10,1,81,236021$_$5,0.1,0.11764705882352941,17,2,2,"[[0, 0], [5, 5]]","[[5, 5], [0, 0]]"
1,A_10_MG1,A,10,1,82,236021$_$4,0.1,0.1,50,2,2,"[[11, 14], [27, 27]]","[[11, 14], [27, 27]]"
1,A_10_MG1,A,10,1,83,237009$_$11,0.1,0.09090909090909091,11,1,1,"[[5, 5]]","[[5, 5]]"
1,A_10_MG1,A,10,1,84,237009$_$12,0.1,0.10638297872340426,47,3,3,"[[19, 21], [35, 35], [44, 44]]","[[19, 21], [35, 35], [44, 44]]"
1,A_10_MG1,A,10,1,85,237009$_$4,0.1,0.09523809523809523,21,2,2,"[[15, 15], [20, 20]]","[[20, 20], [15, 15]]"
1,A_10_MG1,A,10,1,86,237009$_$7,0.1,0.1,10,1,1,"[[7, 7]]","[[7, 7]]"
1,A_10_MG1,A,10,1,87,237009$_$9,0.1,0.07142857142857142,14,1,1,"[[13, 13]]","[[13, 13]]"
1,A_10_MG1,A,10,1,88,241629$_$10,0.1,0.1,20,2,2,"[[14, 14], [16, 16]]","[[16, 16], [14, 14]]"
1,A_10_MG1,A,10,1,89,241629$_$0,0.1,0.13333333333333333,15,2,2,"[[3, 3], [5, 5]]","[[3, 3], [5, 5]]"
1,A_10_MG1,A,10,1,90,241629$_$3,0.1,0.1,30,3,3,"[[8, 8], [12, 12], [29, 29]]","[[8, 8], [29, 29], [12, 12]]"
1,A_10_MG1,A,10,1,91,241629$_$5,0.1,0.10344827586206896,29,3,3,"[[7, 7], [19, 19], [27, 27]]","[[19, 19], [27, 27], [7, 7]]"
1,A_10_MG1,A,10,1,92,241629$_$8,0.1,0.1,50,4,4,"[[5, 5], [12, 12], [32, 33], [35, 35]]","[[35, 35], [32, 33], [12, 12], [5, 5]]"
1,A_10_MG1,A,10,1,93,243646$_$11,0.1,0.09523809523809523,21,2,2,"[[12, 12], [19, 19]]","[[12, 12], [19, 19]]"
1,A_10_MG1,A,10,1,94,243646$_$12,0.1,0.1,50,3,3,"[[1, 2], [30, 30], [41, 42]]","[[41, 42], [30, 30], [1, 2]]"
1,A_10_MG1,A,10,1,95,243646$_$9,0.1,0.3333333333333333,3,1,1,"[[1, 1]]","[[1, 1]]"
1,A_10_MG1,A,10,1,96,243646$_$8,0.1,0.07142857142857142,14,1,1,"[[9, 9]]","[[9, 9]]"
1,A_10_MG1,A,10,1,97,247318$_$12,0.1,0.13333333333333333,15,2,2,"[[4, 4], [11, 11]]","[[11, 11], [4, 4]]"
1,A_10_MG1,A,10,1,98,247318$_$1,0.1,0.1111111111111111,18,1,1,"[[8, 9]]","[[8, 9]]"
1,A_10_MG1,A,10,1,99,247318$_$3,0.1,0.14285714285714285,7,1,1,"[[3, 3]]","[[3, 3]]"
1,A_10_MG1,A,10,1,100,247318$_$2,0.1,0.10526315789473684,19,2,2,"[[6, 6], [15, 15]]","[[15, 15], [6, 6]]"
1,A_10_MG1,A,10,1,101,247318$_$5,0.1,0.09523809523809523,21,2,2,"[[4, 4], [13, 13]]","[[4, 4], [13, 13]]"
1,A_10_MG1,A,10,1,102,247318$_$7,0.1,0.125,8,1,1,"[[5, 5]]","[[5, 5]]"
1,A_10_MG1,A,10,1,103,247318$_$6,0.1,0.14285714285714285,7,1,1,"[[2, 2]]","[[2, 2]]"
1,A_10_MG1,A,10,1,104,252998$_$1,0.1,0.1,20,2,2,"[[10, 10], [15, 15]]","[[15, 15], [10, 10]]"
1,A_10_MG1,A,10,1,105,252998$_$0,0.1,0.125,16,2,2,"[[2, 2], [5, 5]]","[[5, 5], [2, 2]]"
1,A_10_MG1,A,10,1,106,252998$_$5,0.1,0.09302325581395349,43,2,2,"[[4, 6], [32, 32]]","[[32, 32], [4, 6]]"
1,A_10_MG1,A,10,1,107,252998$_$4,0.1,0.1,50,4,4,"[[12, 12], [28, 29], [38, 38], [43, 43]]","[[28, 29], [38, 38], [43, 43], [12, 12]]"
1,A_10_MG1,A,10,1,108,252998$_$7,0.1,0.10256410256410256,39,4,4,"[[0, 0], [2, 2], [13, 13], [27, 27]]","[[0, 0], [2, 2], [13, 13], [27, 27]]"
1,A_10_MG1,A,10,1,109,252998$_$8,0.1,0.07692307692307693,13,1,1,"[[11, 11]]","[[11, 11]]"
1,A_10_MG1,A,10,1,110,257247$_$10,0.1,0.1,10,1,1,"[[1, 1]]","[[1, 1]]"
1,A_10_MG1,A,10,1,111,257247$_$12,0.1,0.09523809523809523,21,2,2,"[[6, 6], [14, 14]]","[[14, 14], [6, 6]]"
1,A_10_MG1,A,10,1,112,257247$_$2,0.1,0.1,20,1,1,"[[14, 15]]","[[14, 15]]"
1,A_10_MG1,A,10,1,113,258654$_$1,0.1,0.1,50,3,3,"[[2, 2], [36, 38], [45, 45]]","[[45, 45], [36, 38], [2, 2]]"
1,A_10_MG1,A,10,1,114,258654$_$3,0.1,0.1,50,3,3,"[[23, 25], [36, 36], [42, 42]]","[[23, 25], [36, 36], [42, 42]]"
1,A_10_MG1,A,10,1,115,258654$_$4,0.1,0.11764705882352941,17,1,1,"[[10, 11]]","[[10, 11]]"
1,A_10_MG1,A,10,1,116,266791$_$24,0.1,0.1111111111111111,18,2,2,"[[15, 15], [17, 17]]","[[17, 17], [15, 15]]"
1,A_10_MG1,A,10,1,117,266791$_$20,0.1,0.10526315789473684,38,3,3,"[[3, 4], [22, 22], [27, 27]]","[[3, 4], [27, 27], [22, 22]]"
1,A_10_MG1,A,10,1,118,266791$_$21,0.1,0.1,50,3,3,"[[3, 3], [7, 9], [36, 36]]","[[36, 36], [3, 3], [7, 9]]"
1,A_10_MG1,A,10,1,119,266791$_$23,0.1,0.1111111111111111,36,3,3,"[[2, 2], [27, 28], [32, 32]]","[[32, 32], [27, 28], [2, 2]]"
1,A_10_MG1,A,10,1,120,266791$_$29,0.1,0.2,5,1,1,"[[3, 3]]","[[3, 3]]"
1,A_10_MG1,A,10,1,121,266791$_$3,0.1,0.09523809523809523,21,1,1,"[[16, 17]]","[[16, 17]]"
1,A_10_MG1,A,10,1,122,266791$_$5,0.1,0.08823529411764706,34,2,2,"[[6, 7], [26, 26]]","[[6, 7], [26, 26]]"
1,A_10_MG1,A,10,1,123,266791$_$4,0.1,0.13333333333333333,15,2,2,"[[1, 1], [10, 10]]","[[10, 10], [1, 1]]"
1,A_10_MG1,A,10,1,124,266791$_$6,0.1,0.10526315789473684,38,1,1,"[[21, 24]]","[[21, 24]]"
1,A_10_MG1,A,10,1,125,266791$_$8,0.1,0.07692307692307693,13,1,1,"[[8, 8]]","[[8, 8]]"
1,A_10_MG1,A,10,1,126,266791$_$11,0.1,0.07692307692307693,13,1,1,"[[9, 9]]","[[9, 9]]"
1,A_10_MG1,A,10,1,127,266791$_$14,0.1,0.10714285714285714,28,3,3,"[[1, 1], [9, 9], [12, 12]]","[[1, 1], [12, 12], [9, 9]]"
1,A_10_MG1,A,10,1,128,270254$_$23,0.1,0.10526315789473684,19,1,1,"[[4, 5]]","[[4, 5]]"
1,A_10_MG1,A,10,1,129,270254$_$0,0.1,0.1,20,2,2,"[[0, 0], [14, 14]]","[[0, 0], [14, 14]]"
1,A_10_MG1,A,10,1,130,270254$_$6,0.1,0.08823529411764706,34,3,3,"[[10, 10], [20, 20], [29, 29]]","[[20, 20], [10, 10], [29, 29]]"
1,A_10_MG1,A,10,1,131,270254$_$8,0.1,0.11538461538461539,26,2,2,"[[0, 1], [12, 12]]","[[0, 1], [12, 12]]"
1,A_10_MG1,A,10,1,132,270254$_$11,0.1,0.125,8,1,1,"[[0, 0]]","[[0, 0]]"
1,A_10_MG1,A,10,1,133,270254$_$14,0.1,0.08333333333333333,12,1,1,"[[7, 7]]","[[7, 7]]"
1,A_10_MG1,A,10,1,134,270254$_$16,0.1,0.11764705882352941,17,2,2,"[[2, 2], [16, 16]]","[[2, 2], [16, 16]]"
1,A_10_MG1,A,10,1,135,272624$_$10,0.1,0.1,50,4,4,"[[5, 6], [10, 10], [44, 44], [49, 49]]","[[44, 44], [5, 6], [10, 10], [49, 49]]"
1,A_10_MG1,A,10,1,136,272624$_$13,0.1,0.10256410256410256,39,4,4,"[[0, 0], [24, 24], [34, 34], [38, 38]]","[[0, 0], [38, 38], [24, 24], [34, 34]]"
1,A_10_MG1,A,10,1,137,272624$_$12,0.1,0.08333333333333333,24,1,1,"[[10, 11]]","[[10, 11]]"
1,A_10_MG1,A,10,1,138,272624$_$16,0.1,0.1,50,3,3,"[[1, 2], [14, 15], [47, 47]]","[[14, 15], [47, 47], [1, 2]]"
1,A_10_MG1,A,10,1,139,272624$_$18,0.1,0.10526315789473684,38,4,4,"[[11, 11], [14, 14], [20, 20], [32, 32]]","[[14, 14], [32, 32], [11, 11], [20, 20]]"
1,A_10_MG1,A,10,1,140,272624$_$2,0.1,0.10416666666666667,48,5,5,"[[1, 1], [9, 9], [16, 16], [26, 26], [41, 41]]","[[9, 9], [41, 41], [26, 26], [1, 1], [16, 16]]"
1,A_10_MG1,A,10,1,141,272624$_$6,0.1,0.10810810810810811,37,3,3,"[[1, 2], [11, 11], [25, 25]]","[[11, 11], [1, 2], [25, 25]]"
1,A_10_MG1,A,10,1,142,272624$_$9,0.1,0.10204081632653061,49,5,5,"[[1, 1], [5, 5], [17, 17], [20, 20], [22, 22]]","[[17, 17], [22, 22], [20, 20], [5, 5], [1, 1]]"
1,A_10_MG1,A,10,1,143,272624$_$8,0.1,0.1111111111111111,45,3,3,"[[15, 16], [28, 29], [38, 38]]","[[28, 29], [15, 16], [38, 38]]"
1,A_10_MG1,A,10,1,144,273539$_$3,0.1,0.09375,32,3,3,"[[3, 3], [5, 5], [10, 10]]","[[10, 10], [5, 5], [3, 3]]"
1,A_10_MG1,A,10,1,145,273539$_$2,0.1,0.2,5,1,1,"[[3, 3]]","[[3, 3]]"
1,A_10_MG1,A,10,1,146,273539$_$9,0.1,0.10416666666666667,48,3,3,"[[28, 29], [42, 42], [45, 46]]","[[28, 29], [42, 42], [45, 46]]"
1,A_10_MG1,A,10,1,147,290546$_$3,0.1,0.12,25,3,3,"[[4, 4], [12, 12], [24, 24]]","[[4, 4], [24, 24], [12, 12]]"
1,A_10_MG1,A,10,1,148,290546$_$5,0.1,0.11428571428571428,35,3,3,"[[13, 14], [16, 16], [26, 26]]","[[13, 14], [26, 26], [16, 16]]"
1,A_10_MG1,A,10,1,149,290546$_$7,0.1,0.1,50,5,5,"[[1, 1], [5, 5], [19, 19], [42, 42], [48, 48]]","[[19, 19], [5, 5], [1, 1], [48, 48], [42, 42]]"
1,A_10_MG1,A,10,1,150,290546$_$6,0.1,0.1,10,1,1,"[[0, 0]]","[[0, 0]]"
1,A_10_MG1,A,10,1,151,2S00zYaVrtc$_$10,0.1,0.1,20,2,2,"[[4, 4], [11, 11]]","[[11, 11], [4, 4]]"
1,A_10_MG1,A,10,1,152,2S00zYaVrtc$_$12,0.1,0.10526315789473684,19,2,2,"[[1, 1], [16, 16]]","[[1, 1], [16, 16]]"
1,A_10_MG1,A,10,1,153,2S00zYaVrtc$_$20,0.1,0.1111111111111111,18,2,2,"[[8, 8], [10, 10]]","[[8, 8], [10, 10]]"
1,A_10_MG1,A,10,1,154,2S00zYaVrtc$_$17,0.1,0.1,20,1,1,"[[8, 9]]","[[8, 9]]"
1,A_10_MG1,A,10,1,155,2S00zYaVrtc$_$5,0.1,0.1111111111111111,27,2,2,"[[4, 4], [7, 8]]","[[7, 8], [4, 4]]"
1,A_10_MG1,A,10,1,156,2S00zYaVrtc$_$4,0.1,0.09090909090909091,22,2,2,"[[10, 10], [20, 20]]","[[20, 20], [10, 10]]"
1,A_10_MG1,A,10,1,157,2Xt31_d0XEE$_$2,0.1,0.11538461538461539,26,3,3,"[[0, 0], [11, 11], [23, 23]]","[[11, 11], [0, 0], [23, 23]]"
1,A_10_MG1,A,10,1,158,31474$_$11,0.1,0.1111111111111111,9,1,1,"[[7, 7]]","[[7, 7]]"
1,A_10_MG1,A,10,1,159,31474$_$14,0.1,0.1111111111111111,18,1,1,"[[0, 1]]","[[0, 1]]"
1,A_10_MG1,A,10,1,160,31474$_$0,0.1,0.12,25,3,3,"[[2, 2], [11, 11], [24, 24]]","[[2, 2], [11, 11], [24, 24]]"
1,A_10_MG1,A,10,1,161,31474$_$3,0.1,0.1111111111111111,27,2,2,"[[1, 2], [18, 18]]","[[18, 18], [1, 2]]"
1,A_10_MG1,A,10,1,162,31474$_$6,0.1,0.1111111111111111,18,2,2,"[[3, 3], [6, 6]]","[[6, 6], [3, 3]]"
1,A_10_MG1,A,10,1,163,31474$_$9,0.1,0.1,10,1,1,"[[6, 6]]","[[6, 6]]"
1,A_10_MG1,A,10,1,164,31474$_$8,0.1,0.1,10,1,1,"[[6, 6]]","[[6, 6]]"
1,A_10_MG1,A,10,1,165,32681$_$1,0.1,0.08695652173913043,23,2,2,"[[3, 3], [20, 20]]","[[3, 3], [20, 20]]"
1,A_10_MG1,A,10,1,166,32681$_$3,0.1,0.0975609756097561,41,4,4,"[[19, 19], [26, 26], [33, 33], [36, 36]]","[[26, 26], [33, 33], [19, 19], [36, 36]]"
1,A_10_MG1,A,10,1,167,32681$_$5,0.1,0.0975609756097561,41,2,2,"[[17, 19], [32, 32]]","[[32, 32], [17, 19]]"
1,A_10_MG1,A,10,1,168,32681$_$6,0.1,0.1,30,3,3,"[[8, 8], [17, 17], [29, 29]]","[[8, 8], [17, 17], [29, 29]]"
1,A_10_MG1,A,10,1,169,33170$_$1,0.1,0.1,50,4,4,"[[0, 0], [9, 10], [24, 24], [32, 32]]","[[24, 24], [9, 10], [32, 32], [0, 0]]"
1,A_10_MG1,A,10,1,170,33170$_$3,0.1,0.1111111111111111,36,2,2,"[[11, 11], [22, 24]]","[[22, 24], [11, 11]]"
1,A_10_MG1,A,10,1,171,33170$_$4,0.1,0.11428571428571428,35,3,3,"[[16, 16], [24, 25], [29, 29]]","[[16, 16], [24, 25], [29, 29]]"
1,A_10_MG1,A,10,1,172,3MFNIag0wNE$_$12,0.1,0.1,50,4,4,"[[18, 18], [20, 20], [29, 29], [37, 38]]","[[20, 20], [37, 38], [29, 29], [18, 18]]"
1,A_10_MG1,A,10,1,173,3MFNIag0wNE$_$14,0.1,0.11428571428571428,35,3,3,"[[2, 3], [23, 23], [28, 28]]","[[23, 23], [28, 28], [2, 3]]"
1,A_10_MG1,A,10,1,174,3MFNIag0wNE$_$16,0.1,0.08333333333333333,24,1,1,"[[21, 22]]","[[21, 22]]"
1,A_10_MG1,A,10,1,175,3MFNIag0wNE$_$7,0.1,0.09523809523809523,21,2,2,"[[2, 2], [4, 4]]","[[2, 2], [4, 4]]"
1,A_10_MG1,A,10,1,176,3V2qm0rw920$_$11,0.1,0.09090909090909091,22,2,2,"[[2, 2], [18, 18]]","[[2, 2], [18, 18]]"
1,A_10_MG1,A,10,1,177,3V2qm0rw920$_$13,0.1,0.0967741935483871,31,2,2,"[[3, 4], [12, 12]]","[[3, 4], [12, 12]]"
1,A_10_MG1,A,10,1,178,3V2qm0rw920$_$3,0.1,0.11764705882352941,17,2,2,"[[10, 10], [13, 13]]","[[10, 10], [13, 13]]"
