sample_index,sample_id,mode,modalities,pattern,target_missing_rate,actual_missing_rate,gap_count,segments_json
25,112433$_$10,A+V,audio+vision,multi_gap,0.1575953318265111,0.3333333333333333,1,"[[2, 2]]"
26,112433$_$3,A,audio,multi_gap,0.1636010438860723,0.1470588235294117,4,"[[1, 1], [18, 18], [25, 25], [28, 29]]"
27,112433$_$7,A+V,audio+vision,multi_gap,0.5246218868136658,0.5454545454545454,3,"[[0, 0], [2, 5], [6, 6]]"
28,112433$_$6,V,vision,multi_gap,0.2362513717382525,0.2307692307692307,3,"[[8, 8], [17, 19], [24, 25]]"
29,117tQqLjza4$_$6,V,vision,multi_gap,0.4889457883780993,0.2941176470588235,4,"[[0, 0], [3, 3], [9, 9], [13, 14]]"
30,11j7EfglCAs$_$2,V,vision,multi_gap,0.3089810907916946,0.1538461538461538,4,"[[10, 10], [18, 18], [19, 19], [20, 20]]"
31,121128$_$10,clean,,clean,0.0,0.0,0,[]
32,121128$_$1,clean,,clean,0.0,0.0,0,[]
33,121128$_$0,clean,,clean,0.0,0.0,0,[]
34,121128$_$5,V,vision,long_block,0.4773306315677929,0.4444444444444444,1,"[[4, 7]]"
35,125344$_$0,A,audio,multi_gap,0.351660381333575,0.12,4,"[[3, 3], [8, 8], [38, 40], [44, 44]]"
36,125676$_$0,V,vision,multi_gap,0.5154324647486205,0.3333333333333333,4,"[[1, 1], [2, 2], [7, 8], [9, 9]]"
37,125676$_$4,A,audio,multi_gap,0.4447119541163598,0.2068965517241379,4,"[[12, 14], [20, 20], [21, 21], [23, 23]]"
38,128059$_$11,A,audio,multi_gap,0.4733468595043555,0.2,4,"[[1, 3], [5, 5], [8, 8], [17, 19]]"
39,128059$_$12,A,audio,multi_gap,0.2734593645907526,0.2777777777777778,3,"[[6, 6], [10, 12], [14, 14]]"
40,128059$_$2,A+V,audio+vision,multi_gap,0.4502501284162136,0.4375,4,"[[0, 0], [7, 8], [9, 10], [12, 13]]"
41,128059$_$7,A,audio,multi_gap,0.4970880719889529,0.1,4,"[[14, 14], [27, 27], [35, 35], [37, 38]]"
42,128059$_$6,A+V,audio+vision,long_block,0.3754699467161671,0.38,1,"[[20, 38]]"
43,128059$_$9,A+V,audio+vision,long_block,0.1588181548935596,0.1666666666666666,1,"[[13, 16]]"
44,128763$_$12,A,audio,multi_gap,0.4427821940965146,0.3,4,"[[3, 5], [7, 7], [9, 9], [14, 14]]"
45,128763$_$3,A,audio,multi_gap,0.2550062146315146,0.2692307692307692,2,"[[2, 4], [11, 14]]"
46,128763$_$2,A,audio,multi_gap,0.4766398299015338,0.3571428571428571,4,"[[4, 4], [8, 9], [10, 10], [13, 13]]"
47,128763$_$5,A+V,audio+vision,multi_gap,0.2893241770985609,0.25,2,"[[4, 4], [8, 9]]"
48,128763$_$7,A,audio,long_block,0.3366972573381627,0.3333333333333333,1,"[[6, 11]]"
49,128763$_$8,clean,,clean,0.0,0.0,0,[]
50,130456$_$11,A+V,audio+vision,multi_gap,0.0694708074867291,0.0833333333333333,3,"[[0, 0], [3, 3], [5, 5]]"
51,130456$_$3,A+V,audio+vision,multi_gap,0.4366930960669063,0.3333333333333333,4,"[[0, 0], [1, 2], [5, 6], [13, 14]]"
52,130456$_$5,V,vision,multi_gap,0.4337173296776115,0.4615384615384615,4,"[[0, 1], [7, 7], [9, 9], [11, 12]]"
53,130456$_$4,V,vision,multi_gap,0.1831337645783234,0.2,2,"[[6, 9], [24, 24]]"
54,130456$_$7,A,audio,multi_gap,0.5094638774115854,0.5,3,"[[4, 6], [7, 7], [8, 8]]"
55,130456$_$6,A+V,audio+vision,multi_gap,0.1432081484034473,0.1428571428571428,4,"[[13, 13], [16, 17], [24, 24], [32, 32]]"
56,188343$_$13,A+V,audio+vision,multi_gap,0.352764778193064,0.1136363636363636,4,"[[12, 12], [17, 17], [23, 24], [27, 27]]"
57,188343$_$12,A,audio,multi_gap,0.2263013884718468,0.1875,4,"[[2, 2], [8, 9], [20, 21], [25, 25]]"
58,188343$_$5,A,audio,multi_gap,0.5039405083039653,0.2272727272727272,4,"[[2, 2], [6, 6], [11, 11], [15, 16]]"
59,188343$_$9,A+V,audio+vision,multi_gap,0.4615829046919796,0.21875,4,"[[0, 1], [3, 3], [23, 25], [29, 29]]"
60,188343$_$8,A,audio,multi_gap,0.0741413073228119,0.0869565217391304,2,"[[2, 2], [8, 8]]"
61,1HK7Nea0PFo$_$1,A+V,audio+vision,multi_gap,0.4552370768500381,0.2631578947368421,4,"[[0, 0], [2, 3], [12, 12], [16, 16]]"
62,216097$_$1,A,audio,multi_gap,0.4693543027907115,0.3333333333333333,4,"[[0, 0], [1, 2], [9, 9], [12, 12]]"
63,216097$_$2,V,vision,long_block,0.4247493477549089,0.4230769230769231,1,"[[2, 12]]"
64,216097$_$5,A,audio,multi_gap,0.1240414380268673,0.1176470588235294,1,"[[17, 20]]"
65,216097$_$4,A+V,audio+vision,long_block,0.2106040251059148,0.2083333333333333,1,"[[28, 37]]"
66,216097$_$7,clean,,clean,0.0,0.0,0,[]
67,216097$_$8,A+V,audio+vision,long_block,0.1533888577263387,0.1428571428571428,1,"[[5, 6]]"
68,223431$_$11,A+V,audio+vision,multi_gap,0.4116287316176361,0.2068965517241379,4,"[[0, 0], [6, 8], [9, 9], [11, 11]]"
69,223431$_$10,clean,,clean,0.0,0.0,0,[]
70,223431$_$13,V,vision,multi_gap,0.425044517461253,0.1923076923076923,4,"[[0, 1], [10, 10], [15, 15], [16, 16]]"
71,223431$_$0,V,vision,multi_gap,0.1164126794173337,0.25,1,"[[3, 3]]"
72,223431$_$5,A+V,audio+vision,multi_gap,0.5430854263808663,0.3684210526315789,4,"[[2, 2], [4, 6], [8, 8], [12, 13]]"
73,225770$_$3,A,audio,multi_gap,0.0941545018137106,0.1,4,"[[1, 1], [28, 28], [30, 30], [36, 37]]"
74,225770$_$5,A,audio,long_block,0.0931537433670429,0.125,1,"[[4, 4]]"
75,225770$_$4,A+V,audio+vision,multi_gap,0.3454055541262362,0.1470588235294117,4,"[[0, 0], [3, 3], [21, 21], [27, 28]]"
76,225770$_$6,A,audio,long_block,0.1359519266576467,0.1428571428571428,1,"[[15, 19]]"
77,236021$_$12,A+V,audio+vision,multi_gap,0.3331775273077098,0.3571428571428571,4,"[[4, 5], [6, 6], [8, 8], [10, 10]]"
78,236021$_$1,V,vision,multi_gap,0.2782784967252499,0.1724137931034483,4,"[[0, 0], [5, 6], [11, 11], [27, 27]]"
79,236021$_$3,A,audio,multi_gap,0.4941288172485923,0.4444444444444444,2,"[[4, 6], [8, 8]]"
80,236021$_$2,A+V,audio+vision,multi_gap,0.4546813737612558,0.1,4,"[[2, 2], [5, 5], [19, 19], [43, 44]]"
81,236021$_$5,A+V,audio+vision,multi_gap,0.2476802870801736,0.2352941176470588,1,"[[3, 6]]"
82,236021$_$4,A,audio,multi_gap,0.2894870542056355,0.14,4,"[[15, 15], [19, 19], [20, 23], [41, 41]]"
83,237009$_$11,A+V,audio+vision,multi_gap,0.4002254696415839,0.3636363636363636,4,"[[1, 1], [4, 4], [7, 7], [10, 10]]"
84,237009$_$12,V,vision,multi_gap,0.1030977819348653,0.1063829787234042,3,"[[12, 12], [25, 26], [42, 43]]"
85,237009$_$4,V,vision,multi_gap,0.1935057841196221,0.1904761904761904,2,"[[4, 4], [5, 7]]"
86,237009$_$7,A,audio,multi_gap,0.4074671308696781,0.4,3,"[[5, 5], [7, 8], [9, 9]]"
87,237009$_$9,A+V,audio+vision,long_block,0.4882071723709937,0.5,1,"[[3, 9]]"
88,241629$_$10,A+V,audio+vision,long_block,0.2253001235497899,0.25,1,"[[8, 12]]"
89,241629$_$0,V,vision,multi_gap,0.5323985003088276,0.5333333333333333,4,"[[5, 5], [6, 9], [11, 12], [14, 14]]"
90,241629$_$3,A+V,audio+vision,multi_gap,0.4075044667799991,0.2333333333333333,4,"[[0, 0], [3, 6], [16, 16], [29, 29]]"
91,241629$_$5,A,audio,multi_gap,0.1113008872569483,0.1034482758620689,3,"[[0, 0], [15, 15], [21, 21]]"
92,241629$_$8,A,audio,multi_gap,0.4274002773068427,0.16,4,"[[3, 5], [16, 16], [34, 36], [44, 44]]"
93,243646$_$11,A+V,audio+vision,multi_gap,0.3936361061068166,0.2857142857142857,4,"[[3, 3], [8, 8], [12, 13], [14, 15]]"
94,243646$_$12,A+V,audio+vision,multi_gap,0.1437171416379122,0.08,4,"[[5, 5], [7, 7], [27, 27], [45, 45]]"
95,243646$_$9,A,audio,multi_gap,0.132966403198987,0.3333333333333333,1,"[[2, 2]]"
96,243646$_$8,V,vision,long_block,0.2236091388228764,0.2142857142857142,1,"[[0, 2]]"
97,247318$_$12,V,vision,long_block,0.3180831165568335,0.3333333333333333,1,"[[4, 8]]"
98,247318$_$1,V,vision,multi_gap,0.0890083139831286,0.1111111111111111,2,"[[3, 3], [5, 5]]"
99,247318$_$3,clean,,clean,0.0,0.0,0,[]
100,247318$_$2,V,vision,multi_gap,0.4986274442767742,0.2631578947368421,4,"[[5, 5], [10, 11], [15, 15], [18, 18]]"
101,247318$_$5,A,audio,multi_gap,0.0834889356027626,0.0952380952380952,2,"[[0, 0], [18, 18]]"
102,247318$_$7,V,vision,long_block,0.3240709576503774,0.375,1,"[[1, 3]]"
103,247318$_$6,clean,,clean,0.0,0.0,0,[]
104,252998$_$1,A,audio,long_block,0.4043961314850001,0.4,1,"[[12, 19]]"
105,252998$_$0,clean,,clean,0.0,0.0,0,[]
106,252998$_$5,V,vision,multi_gap,0.2768151993247927,0.1860465116279069,4,"[[11, 11], [19, 22], [27, 28], [38, 38]]"
107,252998$_$4,A+V,audio+vision,multi_gap,0.154212079550141,0.16,4,"[[9, 12], [19, 19], [20, 20], [33, 34]]"
108,252998$_$7,A+V,audio+vision,multi_gap,0.2944641147463138,0.1538461538461538,4,"[[4, 4], [7, 7], [18, 20], [25, 25]]"
109,252998$_$8,clean,,clean,0.0,0.0,0,[]
110,257247$_$10,A,audio,multi_gap,0.4661126193102896,0.4,4,"[[2, 2], [4, 4], [6, 6], [7, 7]]"
111,257247$_$12,V,vision,multi_gap,0.4430221363025883,0.1904761904761904,4,"[[4, 4], [12, 12], [17, 17], [19, 19]]"
112,257247$_$2,A+V,audio+vision,long_block,0.3525876341087645,0.35,1,"[[11, 17]]"
113,258654$_$1,clean,,clean,0.0,0.0,0,[]
114,258654$_$3,V,vision,multi_gap,0.5363987774844406,0.14,4,"[[0, 0], [28, 31], [33, 33], [49, 49]]"
115,258654$_$4,A,audio,multi_gap,0.4120233433394301,0.4117647058823529,3,"[[2, 5], [11, 11], [14, 15]]"
116,266791$_$24,clean,,clean,0.0,0.0,0,[]
117,266791$_$20,A+V,audio+vision,multi_gap,0.1096827799458663,0.1052631578947368,3,"[[12, 12], [29, 29], [31, 32]]"
118,266791$_$21,clean,,clean,0.0,0.0,0,[]
119,266791$_$23,clean,,clean,0.0,0.0,0,[]
120,266791$_$29,A,audio,multi_gap,0.2013620205806359,0.2,1,"[[3, 3]]"
121,266791$_$3,clean,,clean,0.0,0.0,0,[]
122,266791$_$5,clean,,clean,0.0,0.0,0,[]
123,266791$_$4,A+V,audio+vision,multi_gap,0.4526467295747921,0.4666666666666667,4,"[[3, 3], [4, 7], [9, 9], [13, 13]]"
124,266791$_$6,A+V,audio+vision,long_block,0.1445193072497012,0.131578947368421,1,"[[33, 37]]"
125,266791$_$8,A+V,audio+vision,multi_gap,0.4953571176374735,0.4615384615384615,4,"[[0, 1], [6, 6], [7, 7], [10, 11]]"
126,266791$_$11,clean,,clean,0.0,0.0,0,[]
127,266791$_$14,clean,,clean,0.0,0.0,0,[]
128,270254$_$23,A,audio,multi_gap,0.5384120648107144,0.3157894736842105,4,"[[0, 0], [2, 2], [4, 5], [12, 13]]"
129,270254$_$0,clean,,clean,0.0,0.0,0,[]
130,270254$_$6,V,vision,multi_gap,0.1750456655495044,0.1764705882352941,4,"[[12, 12], [15, 17], [20, 20], [32, 32]]"
131,270254$_$8,A,audio,multi_gap,0.4750953878528465,0.2307692307692307,4,"[[0, 2], [8, 8], [18, 18], [25, 25]]"
132,270254$_$11,clean,,clean,0.0,0.0,0,[]
133,270254$_$14,A+V,audio+vision,multi_gap,0.2312437734219087,0.25,2,"[[9, 9], [10, 11]]"
134,270254$_$16,clean,,clean,0.0,0.0,0,[]
135,272624$_$10,A+V,audio+vision,multi_gap,0.170203747627875,0.16,4,"[[1, 1], [6, 6], [7, 8], [36, 39]]"
136,272624$_$13,V,vision,multi_gap,0.4785883678940697,0.1025641025641025,4,"[[7, 7], [14, 14], [34, 34], [36, 36]]"
137,272624$_$12,A+V,audio+vision,multi_gap,0.4304771133755676,0.2916666666666667,4,"[[2, 3], [5, 5], [9, 11], [12, 12]]"
138,272624$_$16,A,audio,multi_gap,0.429876019133999,0.18,4,"[[1, 4], [5, 6], [28, 28], [36, 37]]"
139,272624$_$18,V,vision,multi_gap,0.5409447924580244,0.1052631578947368,4,"[[2, 2], [7, 7], [15, 15], [35, 35]]"
140,272624$_$2,A,audio,multi_gap,0.2321194639263101,0.1041666666666666,4,"[[2, 3], [6, 6], [14, 14], [40, 40]]"
141,272624$_$6,A+V,audio+vision,multi_gap,0.4934284251702497,0.1081081081081081,4,"[[5, 5], [10, 10], [25, 25], [28, 28]]"
142,272624$_$9,clean,,clean,0.0,0.0,0,[]
143,272624$_$8,clean,,clean,0.0,0.0,0,[]
144,273539$_$3,A+V,audio+vision,multi_gap,0.3881240872663501,0.15625,4,"[[4, 5], [10, 10], [19, 19], [21, 21]]"
145,273539$_$2,V,vision,multi_gap,0.1059864080792113,0.2,1,"[[3, 3]]"
146,273539$_$9,A+V,audio+vision,multi_gap,0.1058160454751066,0.1041666666666666,2,"[[24, 27], [45, 45]]"
147,290546$_$3,V,vision,multi_gap,0.3057082590613315,0.24,4,"[[3, 4], [6, 6], [17, 18], [21, 21]]"
148,290546$_$5,A+V,audio+vision,multi_gap,0.0869827448977674,0.0857142857142857,3,"[[4, 4], [8, 8], [28, 28]]"
149,290546$_$7,A+V,audio+vision,multi_gap,0.0596687211658047,0.06,3,"[[18, 18], [19, 19], [30, 30]]"
150,290546$_$6,A+V,audio+vision,multi_gap,0.3417276150887672,0.3,2,"[[1, 1], [5, 6]]"
151,2S00zYaVrtc$_$10,A+V,audio+vision,multi_gap,0.1022499367297972,0.1,2,"[[2, 2], [12, 12]]"
152,2S00zYaVrtc$_$12,A,audio,multi_gap,0.2560765817516302,0.2631578947368421,4,"[[1, 1], [15, 15], [16, 16], [17, 18]]"
153,2S00zYaVrtc$_$20,clean,,clean,0.0,0.0,0,[]
154,2S00zYaVrtc$_$17,V,vision,multi_gap,0.2703426359120219,0.25,4,"[[1, 1], [8, 9], [14, 14], [16, 16]]"
155,2S00zYaVrtc$_$5,A+V,audio+vision,multi_gap,0.2039544807154297,0.1851851851851851,4,"[[7, 7], [18, 19], [21, 21], [22, 22]]"
156,2S00zYaVrtc$_$4,clean,,clean,0.0,0.0,0,[]
157,2Xt31_d0XEE$_$2,A+V,audio+vision,long_block,0.3847070702492683,0.3846153846153846,1,"[[10, 19]]"
158,31474$_$11,A+V,audio+vision,multi_gap,0.421495642722925,0.4444444444444444,3,"[[1, 1], [5, 5], [7, 8]]"
159,31474$_$14,A+V,audio+vision,multi_gap,0.3600447740589759,0.3333333333333333,2,"[[4, 5], [13, 16]]"
160,31474$_$0,clean,,clean,0.0,0.0,0,[]
161,31474$_$3,V,vision,multi_gap,0.0852310912807493,0.074074074074074,2,"[[9, 9], [11, 11]]"
162,31474$_$6,clean,,clean,0.0,0.0,0,[]
163,31474$_$9,A+V,audio+vision,long_block,0.308908384557801,0.3,1,"[[0, 2]]"
164,31474$_$8,A+V,audio+vision,multi_gap,0.3638122177365762,0.4,4,"[[3, 3], [6, 6], [7, 7], [9, 9]]"
165,32681$_$1,A,audio,multi_gap,0.5247353923203366,0.1739130434782608,4,"[[3, 3], [11, 11], [12, 12], [22, 22]]"
166,32681$_$3,A+V,audio+vision,multi_gap,0.3199038887376488,0.1219512195121951,4,"[[20, 20], [22, 22], [35, 36], [37, 37]]"
167,32681$_$5,clean,,clean,0.0,0.0,0,[]
168,32681$_$6,A,audio,multi_gap,0.2786510867354614,0.2,4,"[[3, 3], [5, 5], [8, 9], [14, 15]]"
169,33170$_$1,A+V,audio+vision,multi_gap,0.1523780887200478,0.1,4,"[[6, 6], [22, 22], [23, 24], [37, 37]]"
170,33170$_$3,A,audio,multi_gap,0.1588924274114347,0.1666666666666666,4,"[[10, 11], [18, 18], [23, 24], [28, 28]]"
171,33170$_$4,A,audio,multi_gap,0.3935238049632172,0.1142857142857142,4,"[[0, 0], [9, 9], [15, 15], [22, 22]]"
172,3MFNIag0wNE$_$12,A+V,audio+vision,multi_gap,0.0923953394718297,0.1,3,"[[9, 10], [17, 18], [46, 46]]"
173,3MFNIag0wNE$_$14,A+V,audio+vision,multi_gap,0.3108792568619191,0.1142857142857142,4,"[[2, 2], [4, 4], [19, 19], [26, 26]]"
174,3MFNIag0wNE$_$16,clean,,clean,0.0,0.0,0,[]
175,3MFNIag0wNE$_$7,A,audio,multi_gap,0.3332994716240561,0.3333333333333333,4,"[[4, 5], [10, 10], [17, 18], [19, 20]]"
176,3V2qm0rw920$_$11,V,vision,multi_gap,0.3069611354508241,0.3181818181818182,4,"[[0, 0], [3, 3], [5, 5], [11, 14]]"
177,3V2qm0rw920$_$13,A,audio,multi_gap,0.4666873745964386,0.1935483870967742,4,"[[4, 4], [6, 7], [8, 9], [17, 17]]"
178,3V2qm0rw920$_$3,clean,,clean,0.0,0.0,0,[]
179,3j94B0pzSVs$_$12,A,audio,multi_gap,0.2153237068148624,0.2142857142857142,3,"[[0, 0], [4, 4], [12, 12]]"
180,3j94B0pzSVs$_$17,clean,,clean,0.0,0.0,0,[]
181,3j94B0pzSVs$_$1,A+V,audio+vision,multi_gap,0.4605569465253818,0.1388888888888889,4,"[[1, 1], [9, 10], [14, 14], [18, 18]]"
182,3j94B0pzSVs$_$0,A+V,audio+vision,multi_gap,0.4781512474167334,0.15625,4,"[[3, 4], [13, 13], [22, 22], [27, 27]]"
183,4cFeG2ydm9A$_$8,V,vision,multi_gap,0.2926652644751852,0.2222222222222222,4,"[[2, 2], [6, 6], [8, 8], [14, 14]]"
184,4dV3slGSc60$_$10,A+V,audio+vision,multi_gap,0.4786643297552066,0.25,4,"[[1, 1], [11, 12], [13, 13], [16, 17]]"
185,4dV3slGSc60$_$12,clean,,clean,0.0,0.0,0,[]
186,4dV3slGSc60$_$22,A+V,audio+vision,multi_gap,0.4772127385251687,0.1,4,"[[16, 16], [19, 20], [25, 25], [28, 28]]"
187,4dV3slGSc60$_$9,V,vision,multi_gap,0.3034374100743657,0.3181818181818182,4,"[[2, 2], [4, 4], [10, 10], [17, 20]]"
188,4dV3slGSc60$_$8,V,vision,multi_gap,0.5231508491202329,0.2692307692307692,4,"[[11, 11], [13, 14], [17, 17], [18, 20]]"
189,50103$_$3,clean,,clean,0.0,0.0,0,[]
190,5B0PQx3Ep3k$_$5,A+V,audio+vision,long_block,0.1656879408883792,0.1666666666666666,1,"[[2, 6]]"
191,5O1W39o56gg$_$1,clean,,clean,0.0,0.0,0,[]
192,5O1W39o56gg$_$2,A+V,audio+vision,multi_gap,0.2230891451868424,0.2222222222222222,3,"[[4, 5], [10, 10], [11, 11]]"
193,5O1W39o56gg$_$9,A+V,audio+vision,multi_gap,0.3565064396154317,0.3529411764705882,4,"[[2, 3], [5, 5], [8, 9], [16, 16]]"
194,5i6AgQSjXO4$_$3,A+V,audio+vision,multi_gap,0.314369646108817,0.2857142857142857,4,"[[5, 5], [11, 11], [16, 16], [18, 20]]"
195,5i6AgQSjXO4$_$2,A+V,audio+vision,multi_gap,0.1480737625786262,0.1333333333333333,3,"[[6, 6], [13, 14], [19, 19]]"
196,5i6AgQSjXO4$_$6,A+V,audio+vision,long_block,0.1119333915517722,0.0909090909090909,1,"[[6, 6]]"
197,5kaCGzjYukM$_$0,A,audio,long_block,0.1186095564189119,0.1111111111111111,1,"[[8, 11]]"
198,5kaCGzjYukM$_$3,V,vision,multi_gap,0.0811290776987842,0.0689655172413793,2,"[[15, 15], [18, 18]]"
199,5kaCGzjYukM$_$2,A+V,audio+vision,multi_gap,0.1766392499155577,0.1578947368421052,4,"[[9, 10], [19, 20], [24, 24], [32, 32]]"
200,5kaCGzjYukM$_$5,clean,,clean,0.0,0.0,0,[]
201,5kaCGzjYukM$_$7,V,vision,long_block,0.2875419286006955,0.28,1,"[[0, 13]]"
202,6KvG5VbLalY$_$9,clean,,clean,0.0,0.0,0,[]
203,6ZA8I83x-oY$_$0,V,vision,multi_gap,0.3201605399302759,0.24,4,"[[0, 0], [14, 16], [17, 17], [18, 18]]"
204,6ZA8I83x-oY$_$2,clean,,clean,0.0,0.0,0,[]
205,6hFiTU77Sm0$_$1,clean,,clean,0.0,0.0,0,[]
206,6hFiTU77Sm0$_$2,A+V,audio+vision,multi_gap,0.0963923915032695,0.1111111111111111,2,"[[10, 10], [16, 16]]"
207,6uPGcKTpC4I$_$1,V,vision,multi_gap,0.3391836807966465,0.2413793103448276,4,"[[6, 7], [15, 15], [17, 19], [27, 27]]"
208,6uPGcKTpC4I$_$2,V,vision,multi_gap,0.3008888901546103,0.2424242424242424,4,"[[9, 12], [16, 16], [25, 25], [28, 29]]"
209,6uPGcKTpC4I$_$6,A+V,audio+vision,multi_gap,0.173419481510936,0.1666666666666666,3,"[[5, 5], [8, 8], [14, 14]]"
210,70280$_$11,A+V,audio+vision,multi_gap,0.2035517057016672,0.2,4,"[[5, 6], [8, 8], [10, 10], [23, 23]]"
211,70280$_$3,clean,,clean,0.0,0.0,0,[]
212,70280$_$4,A+V,audio+vision,multi_gap,0.2002703341678196,0.2,3,"[[7, 7], [20, 20], [21, 23]]"
213,70280$_$6,A,audio,long_block,0.2866841912649523,0.2857142857142857,1,"[[13, 20]]"
214,75RGHaxmUK8$_$3,clean,,clean,0.0,0.0,0,[]
215,75RGHaxmUK8$_$5,A,audio,multi_gap,0.4503890540718414,0.2666666666666666,4,"[[0, 0], [3, 3], [4, 4], [13, 13]]"
216,7_K3F-lAv1k$_$2,A,audio,long_block,0.3306820138745724,0.3333333333333333,1,"[[10, 24]]"
217,7r4vRxKLFCA$_$6,A+V,audio+vision,multi_gap,0.5052028570263355,0.1025641025641025,4,"[[2, 2], [28, 28], [31, 31], [36, 36]]"
218,80566$_$1,A,audio,multi_gap,0.5318692598534168,0.4,4,"[[0, 0], [7, 7], [9, 10], [11, 12]]"
219,80566$_$0,A,audio,multi_gap,0.0980860933238707,0.0714285714285714,1,"[[10, 10]]"
220,80566$_$3,V,vision,multi_gap,0.1432277904959878,0.1578947368421052,3,"[[7, 7], [11, 11], [17, 17]]"
221,80566$_$2,V,vision,multi_gap,0.3618646052295011,0.375,4,"[[0, 0], [5, 5], [6, 8], [11, 11]]"
222,80566$_$4,A,audio,multi_gap,0.5185334711288763,0.5555555555555556,3,"[[3, 5], [6, 6], [7, 7]]"
223,80566$_$6,A+V,audio+vision,multi_gap,0.4635442332767909,0.3157894736842105,4,"[[0, 1], [4, 5], [10, 10], [18, 18]]"
224,80855$_$11,clean,,clean,0.0,0.0,0,[]
225,80855$_$10,A+V,audio+vision,multi_gap,0.5441678985357571,0.2631578947368421,4,"[[3, 3], [8, 9], [11, 11], [12, 12]]"
226,80855$_$12,A+V,audio+vision,multi_gap,0.4907717473280055,0.217391304347826,4,"[[5, 6], [7, 7], [15, 15], [21, 21]]"
227,80855$_$15,A+V,audio+vision,multi_gap,0.4793902039683092,0.1904761904761904,4,"[[0, 0], [9, 9], [16, 16], [20, 20]]"
228,80855$_$17,A,audio,multi_gap,0.2232399081351347,0.15625,4,"[[1, 1], [6, 6], [10, 11], [18, 18]]"
229,80855$_$0,A,audio,multi_gap,0.2004871787892684,0.3333333333333333,1,"[[1, 1]]"
230,80855$_$3,A,audio,multi_gap,0.4183761739863682,0.4,2,"[[1, 1], [2, 2]]"
231,80855$_$2,A+V,audio+vision,multi_gap,0.3941785339505396,0.4285714285714285,3,"[[0, 0], [2, 2], [3, 3]]"
232,80855$_$7,clean,,clean,0.0,0.0,0,[]
233,80855$_$20,V,vision,multi_gap,0.2168904202714585,0.2222222222222222,3,"[[9, 10], [13, 13], [14, 14]]"
234,830KzUc6CbU$_$0,clean,,clean,0.0,0.0,0,[]
235,830KzUc6CbU$_$13,A+V,audio+vision,multi_gap,0.1011294570992987,0.1020408163265306,4,"[[1, 1], [26, 26], [33, 34], [37, 37]]"
