sample_id,aligned_position_0based,aligned_position_1based,attention_valid,token_id,special_token_if_known,word_or_wordpiece,word_index,start_s,end_s,representative_time_s,representative_frame_index,mapping_status
02,31,32,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,32,33,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,33,34,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,34,35,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,35,36,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,36,37,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,37,38,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,38,39,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,39,40,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,40,41,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,41,42,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,42,43,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,43,44,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,44,45,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,45,46,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,46,47,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,47,48,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,48,49,False,0,[PAD],,,,,,,PADDING_OR_INVALID
02,49,50,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,0,1,True,101,[CLS],,,,,,,PENDING_Q1_MAPPING_REUSE
03,1,2,True,2045,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,2,3,True,1005,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,3,4,True,1055,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,4,5,True,2028,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,5,6,True,18496,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,6,7,True,2121,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,7,8,True,2012,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,8,9,True,1996,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,9,10,True,2617,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,10,11,True,2029,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,11,12,True,1045,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,12,13,True,2228,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,13,14,True,2003,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,14,15,True,2074,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,15,16,True,2924,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,16,17,True,19650,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,17,18,True,2040,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,18,19,True,2123,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,19,20,True,1005,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,20,21,True,1056,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,21,22,True,2202,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,22,23,True,12635,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,23,24,True,3318,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,24,25,True,2046,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,25,26,True,4070,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,26,27,True,1010,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,27,28,True,2027,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,28,29,True,2202,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,29,30,True,12635,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,30,31,True,10750,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,31,32,True,2046,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,32,33,True,4070,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,33,34,True,1012,,,,,,,,PENDING_Q1_MAPPING_REUSE
03,34,35,True,102,[SEP],,,,,,,PENDING_Q1_MAPPING_REUSE
03,35,36,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,36,37,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,37,38,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,38,39,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,39,40,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,40,41,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,41,42,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,42,43,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,43,44,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,44,45,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,45,46,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,46,47,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,47,48,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,48,49,False,0,[PAD],,,,,,,PADDING_OR_INVALID
03,49,50,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,0,1,True,101,[CLS],,,,,,,PENDING_Q1_MAPPING_REUSE
04,1,2,True,2065,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,2,3,True,1045,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,3,4,True,6271,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,4,5,True,2009,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,5,6,True,2012,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,6,7,True,1996,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,7,8,True,2136,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,8,9,True,6912,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,9,10,True,1010,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,10,11,True,2323,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,11,12,True,1045,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,12,13,True,3610,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,13,14,True,2026,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,14,15,True,9592,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,15,16,True,1997,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,16,17,True,24867,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,17,18,True,1000,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,18,19,True,2175,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,19,20,True,2630,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,20,21,True,1000,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,21,22,True,9119,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,22,23,True,1029,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,23,24,True,1033,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,24,25,True,7078,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,25,26,True,2025,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,26,27,True,1012,,,,,,,,PENDING_Q1_MAPPING_REUSE
04,27,28,True,102,[SEP],,,,,,,PENDING_Q1_MAPPING_REUSE
04,28,29,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,29,30,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,30,31,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,31,32,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,32,33,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,33,34,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,34,35,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,35,36,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,36,37,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,37,38,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,38,39,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,39,40,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,40,41,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,41,42,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,42,43,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,43,44,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,44,45,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,45,46,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,46,47,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,47,48,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,48,49,False,0,[PAD],,,,,,,PADDING_OR_INVALID
04,49,50,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,0,1,True,101,[CLS],,,,,,,PENDING_Q1_MAPPING_REUSE
05,1,2,True,7632,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,2,3,True,1010,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,3,4,True,2026,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,4,5,True,2171,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,5,6,True,2003,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,6,7,True,9318,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,7,8,True,1010,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,8,9,True,2678,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,9,10,True,3006,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,10,11,True,2121,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,11,12,True,2005,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,12,13,True,2417,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,13,14,True,9540,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,14,15,True,5821,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,15,16,True,1012,,,,,,,,PENDING_Q1_MAPPING_REUSE
05,16,17,True,102,[SEP],,,,,,,PENDING_Q1_MAPPING_REUSE
05,17,18,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,18,19,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,19,20,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,20,21,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,21,22,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,22,23,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,23,24,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,24,25,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,25,26,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,26,27,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,27,28,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,28,29,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,29,30,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,30,31,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,31,32,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,32,33,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,33,34,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,34,35,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,35,36,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,36,37,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,37,38,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,38,39,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,39,40,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,40,41,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,41,42,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,42,43,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,43,44,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,44,45,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,45,46,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,46,47,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,47,48,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,48,49,False,0,[PAD],,,,,,,PADDING_OR_INVALID
05,49,50,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,0,1,True,101,[CLS],,,,,,,PENDING_Q1_MAPPING_REUSE
06,1,2,True,2065,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,2,3,True,2017,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,3,4,True,1005,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,4,5,True,2128,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,5,6,True,1037,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,6,7,True,5470,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,7,8,True,1997,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,8,9,True,5613,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,9,10,True,1999,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,10,11,True,2008,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,11,12,True,3168,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,12,13,True,1010,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,13,14,True,2074,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,14,15,True,2066,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,15,16,True,2000,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,16,17,True,3422,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,17,18,True,2111,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,18,19,True,3153,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,19,20,True,1010,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,20,21,True,2156,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,21,22,True,8052,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,22,23,True,3153,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,23,24,True,5829,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,24,25,True,2059,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,25,26,True,2017,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,26,27,True,2453,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,27,28,True,2215,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,28,29,True,2000,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,29,30,True,4638,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,30,31,True,2041,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,31,32,True,2023,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,32,33,True,3185,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,33,34,True,9578,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,34,35,True,2005,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,35,36,True,2008,,,,,,,,PENDING_Q1_MAPPING_REUSE
06,36,37,True,102,[SEP],,,,,,,PENDING_Q1_MAPPING_REUSE
06,37,38,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,38,39,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,39,40,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,40,41,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,41,42,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,42,43,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,43,44,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,44,45,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,45,46,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,46,47,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,47,48,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,48,49,False,0,[PAD],,,,,,,PADDING_OR_INVALID
06,49,50,False,0,[PAD],,,,,,,PADDING_OR_INVALID
07,0,1,True,101,[CLS],,,,,,,PENDING_Q1_MAPPING_REUSE
07,1,2,True,2004,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,2,3,True,11409,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,3,4,True,2078,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,4,5,True,1521,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,5,6,True,1055,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,6,7,True,5482,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,7,8,True,3559,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,8,9,True,2745,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,9,10,True,8670,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,10,11,True,4215,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,11,12,True,3489,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,12,13,True,4311,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,13,14,True,1999,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,14,15,True,2256,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,15,16,True,2281,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,16,17,True,2654,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,17,18,True,3277,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,18,19,True,1010,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,19,20,True,19973,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,20,21,True,1523,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,21,22,True,24935,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,22,23,True,6936,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,23,24,True,1996,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,24,25,True,7832,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,25,26,True,1997,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,26,27,True,3652,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,27,28,True,1996,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,28,29,True,17792,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,29,30,True,1010,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,30,31,True,1996,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,31,32,True,2925,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,32,33,True,1997,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,33,34,True,11359,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,34,35,True,3065,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,35,36,True,1010,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,36,37,True,1998,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,37,38,True,16743,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,38,39,True,1998,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,39,40,True,6316,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,40,41,True,3686,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,41,42,True,10415,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,42,43,True,13797,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,43,44,True,1010,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,44,45,True,2247,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,45,46,True,2007,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,46,47,True,3971,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,47,48,True,1996,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,48,49,True,2877,,,,,,,,PENDING_Q1_MAPPING_REUSE
07,49,50,True,102,[SEP],,,,,,,PENDING_Q1_MAPPING_REUSE
08,0,1,True,101,[CLS],,,,,,,PENDING_Q1_MAPPING_REUSE
08,1,2,True,2008,,,,,,,,PENDING_Q1_MAPPING_REUSE
08,2,3,True,7545,,,,,,,,PENDING_Q1_MAPPING_REUSE
08,3,4,True,2149,,,,,,,,PENDING_Q1_MAPPING_REUSE
08,4,5,True,2000,,,,,,,,PENDING_Q1_MAPPING_REUSE
08,5,6,True,3892,,,,,,,,PENDING_Q1_MAPPING_REUSE
08,6,7,True,1010,,,,,,,,PENDING_Q1_MAPPING_REUSE
08,7,8,True,1996,,,,,,,,PENDING_Q1_MAPPING_REUSE
08,8,9,True,5415,,,,,,,,PENDING_Q1_MAPPING_REUSE
08,9,10,True,2640,,,,,,,,PENDING_Q1_MAPPING_REUSE
08,10,11,True,2882,,,,,,,,PENDING_Q1_MAPPING_REUSE
08,11,12,True,4119,,,,,,,,PENDING_Q1_MAPPING_REUSE
08,12,13,True,102,[SEP],,,,,,,PENDING_Q1_MAPPING_REUSE
08,13,14,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,14,15,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,15,16,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,16,17,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,17,18,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,18,19,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,19,20,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,20,21,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,21,22,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,22,23,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,23,24,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,24,25,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,25,26,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,26,27,False,0,[PAD],,,,,,,PADDING_OR_INVALID
08,27,28,False,0,[PAD],,,,,,,PADDING_OR_INVALID
