sample_index,sample_id,baseline,shapley_T,shapley_A,shapley_V,local_T,local_A,local_V,shapley_main,local_main,top1_agreement,spearman_rank,contribution_l1,local_sum_degeneracy_note
39,128059$_$12,zero,0.7858166436131202,0.09286696841967887,0.12131638796720093,0.4,0.19999999999999998,0.4,T,T,True,0.8660254037844387,0.7716332872262404,within-modality normalization makes each nonzero modality sum near 1
40,128059$_$2,zero,0.41320604451339715,0.08257559525205942,0.5042183602345434,0.3333333333333333,0.3333333333333334,0.3333333333333333,V,A,False,-0.8660254037844387,0.5015154761625479,within-modality normalization makes each nonzero modality sum near 1
41,128059$_$7,zero,0.4036794640649627,0.123186722514044,0.47313381342099325,0.4,0.4,0.2,V,T,False,-0.8660254037844387,0.5536265549719119,within-modality normalization makes each nonzero modality sum near 1
42,128059$_$6,zero,0.6066362701552694,0.020596949231728834,0.37276678061300167,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.625472768203209,within-modality normalization makes each nonzero modality sum near 1
43,128059$_$9,zero,0.42457254923193555,0.025919784324270265,0.5495076664437941,0.3333333333333334,0.3333333333333333,0.3333333333333333,V,T,False,0.0,0.614827098018126,within-modality normalization makes each nonzero modality sum near 1
44,128763$_$12,zero,0.9086420390053279,0.017634935214862917,0.07372302577980921,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.150617411343989,within-modality normalization makes each nonzero modality sum near 1
45,128763$_$3,zero,0.8971677042435918,0.003937839450352123,0.09889445630605606,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.127668741820517,within-modality normalization makes each nonzero modality sum near 1
46,128763$_$2,zero,0.7143469918503249,0.020631310969460567,0.2650216971802145,0.25,0.5,0.25,T,A,False,-0.8660254037844387,0.9587373780610788,within-modality normalization makes each nonzero modality sum near 1
47,128763$_$5,zero,0.5996040621936027,0.030595351681192717,0.36980058612520456,0.4,0.4,0.2,T,T,True,0.0,0.7388092966376145,within-modality normalization makes each nonzero modality sum near 1
48,128763$_$7,zero,0.8644131276976947,0.02013908837242335,0.11544778392988181,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.062159588728723,within-modality normalization makes each nonzero modality sum near 1
49,128763$_$8,zero,0.7307711736546746,0.0876884517668475,0.18154037457847788,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.7948756806426825,within-modality normalization makes each nonzero modality sum near 1
50,130456$_$11,zero,0.6009485925732918,0.05295527360535293,0.3460961338213553,0.3333333333333333,0.33333333333333326,0.3333333333333334,T,V,False,0.5,0.5607561194559607,within-modality normalization makes each nonzero modality sum near 1
51,130456$_$3,zero,0.8372347351237149,0.11408440459409785,0.04868086028218719,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.0078028035807631,within-modality normalization makes each nonzero modality sum near 1
52,130456$_$5,zero,0.9262687883751226,0.03162776042728037,0.042103451197597036,0.39999999999999997,0.2,0.39999999999999997,T,T,True,0.8660254037844387,1.0525375767502454,within-modality normalization makes each nonzero modality sum near 1
53,130456$_$4,zero,0.6384246864030668,0.07154095544367489,0.2900343581532582,0.39999999999999997,0.4,0.20000000000000004,T,A,False,-0.5,0.65691808911265,within-modality normalization makes each nonzero modality sum near 1
54,130456$_$7,zero,0.8010564468632307,0.10837966416171249,0.09056388897505668,0.39999999999999997,0.19999999999999998,0.4,T,V,False,-0.5,0.8021128937264617,within-modality normalization makes each nonzero modality sum near 1
55,130456$_$6,zero,0.7685209989071569,0.08290831795365891,0.14857068313918426,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.870375331147647,within-modality normalization makes each nonzero modality sum near 1
56,188343$_$13,zero,0.5924295216240894,0.034793736323653644,0.37277674205225697,0.4,0.4,0.2,T,T,True,0.0,0.7304125273526927,within-modality normalization makes each nonzero modality sum near 1
57,188343$_$12,zero,0.9444935437795319,0.01176621161557593,0.04374024460489219,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.2223204208923972,within-modality normalization makes each nonzero modality sum near 1
58,188343$_$5,zero,0.7445827540777603,0.0550083710831748,0.2004088748390649,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.8224988414888539,within-modality normalization makes each nonzero modality sum near 1
59,188343$_$9,zero,0.38867795690531837,0.04016735741908445,0.5711546856755971,0.3333333333333333,0.33333333333333326,0.3333333333333333,V,T,False,0.8660254037844387,0.5863319518284977,within-modality normalization makes each nonzero modality sum near 1
60,188343$_$8,zero,0.8862136569666955,0.014057473699208732,0.09972886933409575,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.1057606472667243,within-modality normalization makes each nonzero modality sum near 1
61,1HK7Nea0PFo$_$1,zero,0.7950497010586013,0.01854756855481729,0.18640273038658145,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.9234327354505358,within-modality normalization makes each nonzero modality sum near 1
62,216097$_$1,zero,0.9664782855633269,0.01982437770978128,0.013697336726891742,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.2662899044599873,within-modality normalization makes each nonzero modality sum near 1
63,216097$_$2,zero,0.6779879735148394,0.1418537852387051,0.18015824124645546,0.4,0.4,0.2,T,T,True,0.0,0.5559759470296789,within-modality normalization makes each nonzero modality sum near 1
64,216097$_$5,zero,0.6909556829942012,0.06630819530823318,0.24273612169756567,0.4,0.4,0.2,T,T,True,0.0,0.6673836093835337,within-modality normalization makes each nonzero modality sum near 1
65,216097$_$4,zero,0.8104421869044307,0.025786945636034127,0.16377086745953517,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.9542177071421947,within-modality normalization makes each nonzero modality sum near 1
66,216097$_$7,zero,0.7942558546868672,0.06609756699105652,0.13964657832207633,0.4000000000000001,0.4,0.2,T,T,True,0.5,0.7885117093737343,within-modality normalization makes each nonzero modality sum near 1
67,216097$_$8,zero,0.9570056271655039,0.033924218213632854,0.009070154620863344,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.247344587664341,within-modality normalization makes each nonzero modality sum near 1
68,223431$_$11,zero,0.8262021876425449,0.01792383154711656,0.15587398081033849,0.3333333333333333,0.3333333333333333,0.3333333333333334,T,V,False,0.0,0.9857377086184232,within-modality normalization makes each nonzero modality sum near 1
69,223431$_$10,zero,0.7367569953424777,0.15567556937136134,0.107567435286161,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.8068473240182886,within-modality normalization makes each nonzero modality sum near 1
70,223431$_$13,zero,0.9084630677555126,0.011893370362341326,0.07964356188214616,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.1502594688443584,within-modality normalization makes each nonzero modality sum near 1
71,223431$_$0,zero,0.5763199298696382,0.039462317812407985,0.38421775231795385,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.5877420310418506,within-modality normalization makes each nonzero modality sum near 1
72,223431$_$5,zero,0.28971659855886733,0.4106457748082176,0.29963762663291504,0.4,0.4,0.2,A,T,False,0.0,0.22056680288226532,within-modality normalization makes each nonzero modality sum near 1
73,225770$_$3,zero,0.6756731552987065,0.1605626927685982,0.16376415193269533,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.6846796439307463,within-modality normalization makes each nonzero modality sum near 1
74,225770$_$5,zero,0.5204109827621017,0.15372122177125247,0.3258677954666458,0.4,0.2,0.4,T,T,True,0.8660254037844387,0.24082196552420349,within-modality normalization makes each nonzero modality sum near 1
75,225770$_$4,zero,0.7376822507646027,0.08199504810185522,0.18032270113354196,0.4,0.39999999999999997,0.2,T,T,True,0.5,0.6753645015292055,within-modality normalization makes each nonzero modality sum near 1
76,225770$_$6,zero,0.702170898382223,0.06691192618269867,0.23091717543507823,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.7376751300977794,within-modality normalization makes each nonzero modality sum near 1
77,236021$_$12,zero,0.34557743871738744,0.0878732120925887,0.5665493491900239,0.3333333333333333,0.3333333333333333,0.3333333333333333,V,T,False,0.0,0.4909202424814893,within-modality normalization makes each nonzero modality sum near 1
78,236021$_$1,zero,0.6743662230809773,0.17249114840510346,0.15314262851391924,0.4,0.19999999999999998,0.4,T,T,True,0.0,0.5487324461619545,within-modality normalization makes each nonzero modality sum near 1
79,236021$_$3,zero,0.9145953298740828,0.01765317676783294,0.0677514933580842,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.162523993081499,within-modality normalization makes each nonzero modality sum near 1
80,236021$_$2,zero,0.6585723129665709,0.08835567042230447,0.2530720166111246,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.6504779592664752,within-modality normalization makes each nonzero modality sum near 1
81,236021$_$5,zero,0.6096601248164639,0.008115921087193393,0.3822239540963428,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.65043482449228,within-modality normalization makes each nonzero modality sum near 1
82,236021$_$4,zero,0.8577695557180202,0.08621245753286408,0.056017986749115796,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.0488724447693736,within-modality normalization makes each nonzero modality sum near 1
83,237009$_$11,zero,0.7699715035566556,0.02598255727384776,0.2040459391694967,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.8732763404466444,within-modality normalization makes each nonzero modality sum near 1
84,237009$_$12,zero,0.8470266914981595,0.0044424050046802215,0.1485309034971602,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.0273867163296524,within-modality normalization makes each nonzero modality sum near 1
85,237009$_$4,zero,0.6562000972722659,0.13007811960405619,0.21372178312367798,0.4,0.4,0.2,T,T,True,0.0,0.5398437607918878,within-modality normalization makes each nonzero modality sum near 1
86,237009$_$7,zero,0.8717502149732911,0.029382756685348926,0.09886702834135994,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.0768337632799154,within-modality normalization makes each nonzero modality sum near 1
87,237009$_$9,zero,0.8225866488791661,0.03560529126247814,0.14180805985835573,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.9785066310916656,within-modality normalization makes each nonzero modality sum near 1
88,241629$_$10,zero,0.9612378559020585,0.018566399883987512,0.02019574421395401,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.2558090451374504,within-modality normalization makes each nonzero modality sum near 1
89,241629$_$0,zero,0.883505376151495,0.02828051784102934,0.08821410600747566,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.1003440856363236,within-modality normalization makes each nonzero modality sum near 1
90,241629$_$3,zero,0.7483132426446286,0.028479916193915607,0.2232068411614558,0.39999999999999997,0.4,0.2,T,A,False,-0.5,0.7430401676121688,within-modality normalization makes each nonzero modality sum near 1
91,241629$_$5,zero,0.7990808153248432,0.054954896108547084,0.1459642885666098,0.33333333333333326,0.33333333333333337,0.33333333333333337,T,A,False,-0.8660254037844387,0.9314949639830198,within-modality normalization makes each nonzero modality sum near 1
92,241629$_$8,zero,0.8605166567818991,0.0025735006220375216,0.1369098425960634,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.0543666468971316,within-modality normalization makes each nonzero modality sum near 1
93,243646$_$11,zero,0.9636331467541659,0.02280069545623809,0.01356615778959597,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.2605996268416653,within-modality normalization makes each nonzero modality sum near 1
94,243646$_$12,zero,0.8960931056342465,0.020775943220206365,0.08313095114554708,0.3333333333333334,0.3333333333333333,0.3333333333333333,T,T,True,0.8660254037844387,1.125519544601826,within-modality normalization makes each nonzero modality sum near 1
95,243646$_$9,zero,0.9216781212278412,0.007419695947927434,0.07090218282423122,0.4,0.2,0.4,T,T,True,0.8660254037844387,1.0433562424556826,within-modality normalization makes each nonzero modality sum near 1
96,243646$_$8,zero,0.7485215570867876,0.06605542211842927,0.18542302079478307,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.8303764475069085,within-modality normalization makes each nonzero modality sum near 1
97,247318$_$12,zero,0.8895844972595861,0.009616459416610145,0.1007990433238038,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.1125023278525055,within-modality normalization makes each nonzero modality sum near 1
98,247318$_$1,zero,0.4178051618881832,0.04549924076563886,0.536695597346178,0.3333333333333333,0.3333333333333333,0.3333333333333333,V,T,False,0.0,0.575668185135389,within-modality normalization makes each nonzero modality sum near 1
99,247318$_$3,zero,0.8185825487408345,0.03576661336756903,0.14565083789159652,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.9704984308150022,within-modality normalization makes each nonzero modality sum near 1
100,247318$_$2,zero,0.20178511894688303,0.0759053923582625,0.7223094886948545,0.3333333333333333,0.3333333333333333,0.3333333333333333,V,T,False,0.0,0.7779523107230422,within-modality normalization makes each nonzero modality sum near 1
101,247318$_$5,zero,0.5708710934115884,0.03622401192113812,0.3929048946672734,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.5942186428243903,within-modality normalization makes each nonzero modality sum near 1
102,247318$_$7,zero,0.92549171715311,0.0076398066281878636,0.06686847621870204,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.1843167676395534,within-modality normalization makes each nonzero modality sum near 1
103,247318$_$6,zero,0.7529789806710532,0.06899368827549507,0.17802733105345175,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.8392912946754396,within-modality normalization makes each nonzero modality sum near 1
104,252998$_$1,zero,0.5801392045423193,0.05901703666129976,0.360843758796381,0.4,0.4,0.2,T,T,True,0.0,0.6819659266774005,within-modality normalization makes each nonzero modality sum near 1
105,252998$_$0,zero,0.7279880089942494,0.03325699217771448,0.23875499882803622,0.39999999999999997,0.4,0.20000000000000004,T,A,False,-0.5,0.7334860156445713,within-modality normalization makes each nonzero modality sum near 1
106,252998$_$5,zero,0.9412907170116634,0.00760692035707557,0.05110236263126103,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.2159147673566602,within-modality normalization makes each nonzero modality sum near 1
107,252998$_$4,zero,0.7709622583818003,0.053608869350035226,0.17542887226816445,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.875257850096934,within-modality normalization makes each nonzero modality sum near 1
108,252998$_$7,zero,0.4049602122863095,0.07685937982683834,0.5181804078868522,0.3333333333333334,0.3333333333333333,0.3333333333333333,V,T,False,0.0,0.5129479070129899,within-modality normalization makes each nonzero modality sum near 1
109,252998$_$8,zero,0.8383762793605622,0.0073341661398600225,0.15428955449957774,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.0100858920544578,within-modality normalization makes each nonzero modality sum near 1
110,257247$_$10,zero,0.8576813162424612,0.04590168058637188,0.0964170031711669,0.4,0.2,0.4,T,T,True,0.8660254037844387,0.9153626324849224,within-modality normalization makes each nonzero modality sum near 1
111,257247$_$12,zero,0.8740151666231442,0.062350994592626094,0.06363383878422976,0.4,0.20000000000000004,0.4,T,T,True,0.8660254037844387,0.9480303332462883,within-modality normalization makes each nonzero modality sum near 1
112,257247$_$2,zero,0.5652270613418098,0.11168406074529655,0.32308887791289376,0.33333333333333326,0.3333333333333333,0.3333333333333333,T,A,False,-0.8660254037844387,0.46378745601695287,within-modality normalization makes each nonzero modality sum near 1
113,258654$_$1,zero,0.905351703162032,0.04588145577568845,0.04876684106227966,0.33333333333333337,0.33333333333333337,0.33333333333333326,T,T,True,0.0,1.144036739657397,within-modality normalization makes each nonzero modality sum near 1
114,258654$_$3,zero,0.8825011704998849,0.06255262017829706,0.054946209321818054,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.0983356743331032,within-modality normalization makes each nonzero modality sum near 1
115,258654$_$4,zero,0.8424613544973185,0.02701406190174999,0.13052458360093153,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.0182560423279703,within-modality normalization makes each nonzero modality sum near 1
116,266791$_$24,zero,0.7745062799929738,0.024135638792729584,0.20135808121429655,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.8823458933192809,within-modality normalization makes each nonzero modality sum near 1
117,266791$_$20,zero,0.44888807794831787,0.030263099277714027,0.520848822773968,0.39999999999999997,0.4,0.19999999999999998,V,A,False,-1.0,0.739473801444572,within-modality normalization makes each nonzero modality sum near 1
118,266791$_$21,zero,0.7423225249936471,0.017136189684196966,0.24054128532215585,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.8179783833206277,within-modality normalization makes each nonzero modality sum near 1
119,266791$_$23,zero,0.1101336985412779,0.1490417680534596,0.7408245334052626,0.3333333333333333,0.3333333333333333,0.3333333333333333,V,T,False,0.0,0.8149824001438584,within-modality normalization makes each nonzero modality sum near 1
120,266791$_$29,zero,0.7192496149464629,0.018053037755427687,0.2626973472981094,0.4,0.19999999999999998,0.4,T,T,True,0.8660254037844387,0.6384992298929257,within-modality normalization makes each nonzero modality sum near 1
121,266791$_$3,zero,0.41231584357776996,0.10875062266209885,0.47893353376013115,0.3333333333333333,0.3333333333333334,0.3333333333333333,V,A,False,-0.8660254037844387,0.44916542134246906,within-modality normalization makes each nonzero modality sum near 1
122,266791$_$5,zero,0.7736798137929344,0.030749680159921612,0.19557050604714407,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.880692960919202,within-modality normalization makes each nonzero modality sum near 1
123,266791$_$4,zero,0.834946625446938,0.011493207014062043,0.15356016753900006,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,1.0032265842272092,within-modality normalization makes each nonzero modality sum near 1
124,266791$_$6,zero,0.47447114082914604,0.10187071376847336,0.42365814540238056,0.4,0.39999999999999997,0.20000000000000004,T,T,True,0.5,0.5962585724630531,within-modality normalization makes each nonzero modality sum near 1
125,266791$_$8,zero,0.48870053201857566,0.1343465085766117,0.37695295940481266,0.3333333333333333,0.3333333333333333,0.3333333333333334,T,V,False,0.0,0.3979736495134432,within-modality normalization makes each nonzero modality sum near 1
126,266791$_$11,zero,0.3864378356933869,0.08812153100108726,0.5254406333055259,0.4000000000000001,0.4,0.2,V,T,False,-0.5,0.6508812666110518,within-modality normalization makes each nonzero modality sum near 1
127,266791$_$14,zero,0.45072623050732274,0.10322262599721177,0.44605114349546543,0.4,0.4,0.2,T,T,True,0.0,0.5935547480055764,within-modality normalization makes each nonzero modality sum near 1
128,270254$_$23,zero,0.6527816178465395,0.028802044324014127,0.3184163378294463,0.3333333333333333,0.3333333333333333,0.3333333333333333,T,T,True,0.0,0.6388965690264125,within-modality normalization makes each nonzero modality sum near 1
129,270254$_$0,zero,0.15195598650004755,0.5351426539815309,0.31290135951842146,0.4,0.4,0.2,A,T,False,0.0,0.49608802699990484,within-modality normalization makes each nonzero modality sum near 1
130,270254$_$6,zero,0.5935680200938898,0.09329101365039853,0.31314096625571175,0.3333333333333334,0.3333333333333333,0.3333333333333333,T,T,True,0.8660254037844387,0.5204693735211128,within-modality normalization makes each nonzero modality sum near 1
