token_index,token,attention_mask,is_special,ref_word_index,ref_word,word_start_sec,word_end_sec,token_start_sec,token_end_sec,subword_rank,subword_count,sample_index,sample_id,mapping_status,video_duration_s
23,[SEP],1,1,-1,,,,,,-1,0,1,01,PASS,8.986125
24,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
25,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
26,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
27,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
28,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
29,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
30,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
31,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
32,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
33,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
34,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
35,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
36,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
37,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
38,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
39,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
40,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
41,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
42,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
43,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
44,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
45,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
46,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
47,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
48,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
49,[PAD],0,1,-1,,,,,,-1,0,1,01,PASS,8.986125
0,[CLS],1,1,-1,,,,,,-1,0,2,02,PASS,3.328375
1,we,1,0,0,We,0.0,0.58,0.0,0.58,0,1,2,02,PASS,3.328375
2,want,1,0,1,want,0.58,0.72,0.58,0.72,0,1,2,02,PASS,3.328375
3,to,1,0,2,to,0.72,0.8,0.72,0.8,0,1,2,02,PASS,3.328375
4,live,1,0,3,live,0.8,0.92,0.8,0.92,0,1,2,02,PASS,3.328375
5,by,1,0,4,by,0.92,1.08,0.92,1.08,0,1,2,02,PASS,3.328375
6,each,1,0,5,each,1.08,1.22,1.08,1.22,0,1,2,02,PASS,3.328375
7,other,1,0,6,other’s,1.22,1.44,1.22,1.2933333333333332,0,3,2,02,PASS,3.328375
8,’,1,0,6,other’s,1.22,1.44,1.2933333333333332,1.3666666666666667,1,3,2,02,PASS,3.328375
9,s,1,0,6,other’s,1.22,1.44,1.3666666666666667,1.44,2,3,2,02,PASS,3.328375
10,happiness,1,0,7,happiness,1.44,1.64,1.44,1.64,0,1,2,02,PASS,3.328375
11,-,1,0,8,not,1.88,1.92,1.88,1.9,0,2,2,02,PASS,3.328375
12,not,1,0,8,not,1.88,1.92,1.9,1.92,1,2,2,02,PASS,3.328375
13,by,1,0,9,by,1.92,2.08,1.92,2.08,0,1,2,02,PASS,3.328375
14,each,1,0,10,each,2.08,2.22,2.08,2.22,0,1,2,02,PASS,3.328375
15,other,1,0,11,other’s,2.22,2.46,2.22,2.3000000000000003,0,3,2,02,PASS,3.328375
16,’,1,0,11,other’s,2.22,2.46,2.3000000000000003,2.38,1,3,2,02,PASS,3.328375
17,s,1,0,11,other’s,2.22,2.46,2.38,2.46,2,3,2,02,PASS,3.328375
18,misery,1,0,12,misery,2.46,2.6,2.46,2.5300000000000002,0,2,2,02,PASS,3.328375
19,.,1,0,12,misery,2.46,2.6,2.5300000000000002,2.6,1,2,2,02,PASS,3.328375
20,[SEP],1,1,-1,,,,,,-1,0,2,02,PASS,3.328375
21,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
22,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
23,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
24,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
25,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
26,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
27,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
28,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
29,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
30,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
31,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
32,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
33,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
34,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
35,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
36,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
37,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
38,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
39,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
40,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
41,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
42,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
43,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
44,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
45,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
46,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
47,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
48,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
49,[PAD],0,1,-1,,,,,,-1,0,2,02,PASS,3.328375
0,[CLS],1,1,-1,,,,,,-1,0,3,03,PASS,9.5835
1,there,1,0,0,There's,0.0,0.76,0.0,0.25333333333333335,0,3,3,03,PASS,9.5835
2,',1,0,0,There's,0.0,0.76,0.25333333333333335,0.5066666666666667,1,3,3,03,PASS,9.5835
3,s,1,0,0,There's,0.0,0.76,0.5066666666666667,0.76,2,3,3,03,PASS,9.5835
4,one,1,0,1,one,0.76,0.96,0.76,0.96,0,1,3,03,PASS,9.5835
5,lend,1,0,2,lender,0.96,1.3,0.96,1.13,0,2,3,03,PASS,9.5835
6,##er,1,0,2,lender,0.96,1.3,1.13,1.3,1,2,3,03,PASS,9.5835
7,at,1,0,3,at,1.3,1.62,1.3,1.62,0,1,3,03,PASS,9.5835
8,the,1,0,4,the,1.62,1.74,1.62,1.74,0,1,3,03,PASS,9.5835
9,moment,1,0,5,moment,1.74,2.0,1.74,2.0,0,1,3,03,PASS,9.5835
10,which,1,0,6,which,2.0,2.26,2.0,2.26,0,1,3,03,PASS,9.5835
11,i,1,0,7,I,2.26,2.4,2.26,2.4,0,1,3,03,PASS,9.5835
12,think,1,0,8,think,2.4,2.52,2.4,2.52,0,1,3,03,PASS,9.5835
13,is,1,0,9,is,2.52,2.7,2.52,2.7,0,1,3,03,PASS,9.5835
14,just,1,0,10,just,2.7,2.86,2.7,2.86,0,1,3,03,PASS,9.5835
15,bank,1,0,11,Bankwest,2.86,3.56,2.86,3.21,0,2,3,03,PASS,9.5835
16,##west,1,0,11,Bankwest,2.86,3.56,3.21,3.56,1,2,3,03,PASS,9.5835
17,who,1,0,12,who,3.56,4.3,3.56,4.3,0,1,3,03,PASS,9.5835
18,don,1,0,13,don't,4.3,4.78,4.3,4.46,0,3,3,03,PASS,9.5835
19,',1,0,13,don't,4.3,4.78,4.46,4.62,1,3,3,03,PASS,9.5835
20,t,1,0,13,don't,4.3,4.78,4.62,4.78,2,3,3,03,PASS,9.5835
21,take,1,0,14,take,4.78,5.0,4.78,5.0,0,1,3,03,PASS,9.5835
22,rental,1,0,15,rental,5.0,5.38,5.0,5.38,0,1,3,03,PASS,9.5835
23,income,1,0,16,income,5.38,5.7,5.38,5.7,0,1,3,03,PASS,9.5835
24,into,1,0,17,into,5.7,6.1,5.7,6.1,0,1,3,03,PASS,9.5835
25,account,1,0,18,account,6.1,6.52,6.1,6.52,0,1,3,03,PASS,9.5835
26,",",1,0,19,they,6.78,6.96,6.78,6.87,0,2,3,03,PASS,9.5835
27,they,1,0,19,they,6.78,6.96,6.87,6.96,1,2,3,03,PASS,9.5835
28,take,1,0,20,take,6.96,7.24,6.96,7.24,0,1,3,03,PASS,9.5835
29,rental,1,0,21,rental,7.24,7.8,7.24,7.8,0,1,3,03,PASS,9.5835
30,yield,1,0,22,yield,7.8,8.28,7.8,8.28,0,1,3,03,PASS,9.5835
31,into,1,0,23,into,8.28,8.58,8.28,8.58,0,1,3,03,PASS,9.5835
32,account,1,0,24,account,8.58,9.0,8.58,8.79,0,2,3,03,PASS,9.5835
33,.,1,0,24,account,8.58,9.0,8.79,9.0,1,2,3,03,PASS,9.5835
34,[SEP],1,1,-1,,,,,,-1,0,3,03,PASS,9.5835
35,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
36,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
37,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
38,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
39,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
40,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
41,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
42,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
43,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
44,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
45,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
46,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
47,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
48,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
49,[PAD],0,1,-1,,,,,,-1,0,3,03,PASS,9.5835
0,[CLS],1,1,-1,,,,,,-1,0,4,04,PASS,6.8475
1,if,1,0,0,If,0.0,0.54,0.0,0.54,0,1,4,04,PASS,6.8475
2,i,1,0,1,I,0.54,0.66,0.54,0.66,0,1,4,04,PASS,6.8475
3,blow,1,0,2,blow,0.66,0.94,0.66,0.94,0,1,4,04,PASS,6.8475
4,it,1,0,3,it,0.94,1.08,0.94,1.08,0,1,4,04,PASS,6.8475
5,at,1,0,4,at,1.08,1.16,1.08,1.16,0,1,4,04,PASS,6.8475
6,the,1,0,5,the,1.16,1.26,1.16,1.26,0,1,4,04,PASS,6.8475
7,team,1,0,6,team,1.26,1.44,1.26,1.44,0,1,4,04,PASS,6.8475
8,exercise,1,0,7,exercise,1.44,1.9,1.44,1.67,0,2,4,04,PASS,6.8475
9,",",1,0,7,exercise,1.44,1.9,1.67,1.9,1,2,4,04,PASS,6.8475
10,should,1,0,8,should,2.16,2.32,2.16,2.32,0,1,4,04,PASS,6.8475
11,i,1,0,9,I,2.32,2.46,2.32,2.46,0,1,4,04,PASS,6.8475
12,kiss,1,0,10,kiss,2.46,2.62,2.46,2.62,0,1,4,04,PASS,6.8475
13,my,1,0,11,my,2.62,2.84,2.62,2.84,0,1,4,04,PASS,6.8475
14,chances,1,0,12,chances,2.84,3.14,2.84,3.14,0,1,4,04,PASS,6.8475
15,of,1,0,13,of,3.14,3.38,3.14,3.38,0,1,4,04,PASS,6.8475
16,cheering,1,0,14,cheering,3.38,3.6,3.38,3.6,0,1,4,04,PASS,6.8475
17,"""",1,0,15,GO,3.6,3.96,3.6,3.7800000000000002,0,2,4,04,PASS,6.8475
18,go,1,0,15,GO,3.6,3.96,3.7800000000000002,3.96,1,2,4,04,PASS,6.8475
19,blue,1,0,16,BLUE,3.96,4.26,3.96,4.109999999999999,0,2,4,04,PASS,6.8475
20,"""",1,0,16,BLUE,3.96,4.26,4.109999999999999,4.26,1,2,4,04,PASS,6.8475
21,goodbye,1,0,17,goodbye,4.26,5.72,4.26,4.746666666666666,0,3,4,04,PASS,6.8475
22,?,1,0,17,goodbye,4.26,5.72,4.746666666666666,5.233333333333333,1,3,4,04,PASS,6.8475
23,],1,0,17,goodbye,4.26,5.72,5.233333333333333,5.72,2,3,4,04,PASS,6.8475
24,absolutely,1,0,18,Absolutely,5.72,5.739999999999999,5.72,5.739999999999999,0,1,4,04,PASS,6.8475
25,not,1,0,19,not,5.739999999999999,6.22,5.739999999999999,5.9799999999999995,0,2,4,04,PASS,6.8475
26,.,1,0,19,not,5.739999999999999,6.22,5.9799999999999995,6.22,1,2,4,04,PASS,6.8475
27,[SEP],1,1,-1,,,,,,-1,0,4,04,PASS,6.8475
28,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
29,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
30,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
31,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
32,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
33,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
34,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
35,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
36,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
37,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
38,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
39,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
40,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
41,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
42,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
43,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
44,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
45,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
46,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
47,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
48,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
49,[PAD],0,1,-1,,,,,,-1,0,4,04,PASS,6.8475
0,[CLS],1,1,-1,,,,,,-1,0,5,05,PASS,6.014
1,hi,1,0,0,Hi,0.8399999999999994,1.48,0.8399999999999994,1.1599999999999997,0,2,5,05,PASS,6.014
2,",",1,0,0,Hi,0.8399999999999994,1.48,1.1599999999999997,1.48,1,2,5,05,PASS,6.014
3,my,1,0,1,my,1.86,2.1,1.86,2.1,0,1,5,05,PASS,6.014
4,name,1,0,2,name,2.1,2.24,2.1,2.24,0,1,5,05,PASS,6.014
5,is,1,0,3,is,2.24,2.5,2.24,2.5,0,1,5,05,PASS,6.014
6,chloe,1,0,4,Chloe,2.5,2.66,2.5,2.58,0,2,5,05,PASS,6.014
7,",",1,0,4,Chloe,2.5,2.66,2.58,2.66,1,2,5,05,PASS,6.014
8,video,1,0,5,video,3.5,3.52,3.5,3.52,0,1,5,05,PASS,6.014
9,market,1,0,6,marketer,3.52,4.1,3.52,3.8099999999999996,0,2,5,05,PASS,6.014
10,##er,1,0,6,marketer,3.52,4.1,3.8099999999999996,4.1,1,2,5,05,PASS,6.014
11,for,1,0,7,for,4.1,4.3,4.1,4.3,0,1,5,05,PASS,6.014
12,red,1,0,8,Red,4.3,4.58,4.3,4.58,0,1,5,05,PASS,6.014
13,wagon,1,0,9,Wagon,4.58,4.9,4.58,4.9,0,1,5,05,PASS,6.014
14,marketing,1,0,10,Marketing,4.9,5.34,4.9,5.12,0,2,5,05,PASS,6.014
15,.,1,0,10,Marketing,4.9,5.34,5.12,5.34,1,2,5,05,PASS,6.014
16,[SEP],1,1,-1,,,,,,-1,0,5,05,PASS,6.014
17,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
18,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
19,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
20,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
21,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
22,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
23,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
24,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
25,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
26,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
27,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
28,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
29,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
30,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
31,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
32,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
33,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
34,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
35,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
36,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
37,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
38,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
39,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
40,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
41,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
42,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
43,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
44,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
45,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
46,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
47,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
48,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
49,[PAD],0,1,-1,,,,,,-1,0,5,05,PASS,6.014
0,[CLS],1,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
1,if,1,0,0,If,0.0,0.6,0.0,0.6,0,1,6,06,PASS,8.1580625
2,you,1,0,1,you're,0.6,0.74,0.6,0.6466666666666666,0,3,6,06,PASS,8.1580625
3,',1,0,1,you're,0.6,0.74,0.6466666666666666,0.6933333333333334,1,3,6,06,PASS,8.1580625
4,re,1,0,1,you're,0.6,0.74,0.6933333333333334,0.74,2,3,6,06,PASS,8.1580625
5,a,1,0,2,a,0.74,0.82,0.74,0.82,0,1,6,06,PASS,8.1580625
6,fan,1,0,3,fan,0.82,0.96,0.82,0.96,0,1,6,06,PASS,8.1580625
7,of,1,0,4,of,0.96,1.08,0.96,1.08,0,1,6,06,PASS,8.1580625
8,dancing,1,0,5,dancing,1.08,1.42,1.08,1.42,0,1,6,06,PASS,8.1580625
9,in,1,0,6,in,1.42,1.6,1.42,1.6,0,1,6,06,PASS,8.1580625
10,that,1,0,7,that,1.6,1.76,1.6,1.76,0,1,6,06,PASS,8.1580625
11,sense,1,0,8,sense,1.76,2.04,1.76,1.9,0,2,6,06,PASS,8.1580625
12,",",1,0,8,sense,1.76,2.04,1.9,2.04,1,2,6,06,PASS,8.1580625
13,just,1,0,9,just,2.24,2.26,2.24,2.26,0,1,6,06,PASS,8.1580625
14,like,1,0,10,like,2.26,2.48,2.26,2.48,0,1,6,06,PASS,8.1580625
15,to,1,0,11,to,2.48,2.62,2.48,2.62,0,1,6,06,PASS,8.1580625
16,watch,1,0,12,watch,2.62,2.78,2.62,2.78,0,1,6,06,PASS,8.1580625
17,people,1,0,13,people,2.78,3.1,2.78,3.1,0,1,6,06,PASS,8.1580625
18,dance,1,0,14,dance,3.1,3.5,3.1,3.3,0,2,6,06,PASS,8.1580625
19,",",1,0,14,dance,3.1,3.5,3.3,3.5,1,2,6,06,PASS,8.1580625
20,see,1,0,15,see,3.82,3.88,3.82,3.88,0,1,6,06,PASS,8.1580625
21,impressive,1,0,16,impressive,3.88,4.34,3.88,4.34,0,1,6,06,PASS,8.1580625
22,dance,1,0,17,dance,4.34,4.68,4.34,4.68,0,1,6,06,PASS,8.1580625
23,moves,1,0,18,moves,4.68,5.1,4.68,5.1,0,1,6,06,PASS,8.1580625
24,then,1,0,19,then,5.62,5.7,5.62,5.7,0,1,6,06,PASS,8.1580625
25,you,1,0,20,you,5.7,5.8,5.7,5.8,0,1,6,06,PASS,8.1580625
26,might,1,0,21,might,5.8,5.94,5.8,5.94,0,1,6,06,PASS,8.1580625
27,want,1,0,22,want,5.94,6.1,5.94,6.1,0,1,6,06,PASS,8.1580625
28,to,1,0,23,to,6.1,6.16,6.1,6.16,0,1,6,06,PASS,8.1580625
29,check,1,0,24,check,6.16,6.28,6.16,6.28,0,1,6,06,PASS,8.1580625
30,out,1,0,25,out,6.28,6.38,6.28,6.38,0,1,6,06,PASS,8.1580625
31,this,1,0,26,this,6.38,6.48,6.38,6.48,0,1,6,06,PASS,8.1580625
32,movie,1,0,27,movie,6.48,6.66,6.48,6.66,0,1,6,06,PASS,8.1580625
33,solely,1,0,28,solely,6.66,7.02,6.66,7.02,0,1,6,06,PASS,8.1580625
34,for,1,0,29,for,7.02,7.32,7.02,7.32,0,1,6,06,PASS,8.1580625
35,that,1,0,30,that,7.32,7.58,7.32,7.58,0,1,6,06,PASS,8.1580625
36,[SEP],1,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
37,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
38,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
39,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
40,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
41,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
42,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
43,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
44,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
45,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
46,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
47,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
48,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
49,[PAD],0,1,-1,,,,,,-1,0,6,06,PASS,8.1580625
0,[CLS],1,1,-1,,,,,,-1,0,7,07,PASS,21.2655625
1,as,1,0,0,As,0.0,0.72,0.0,0.72,0,1,7,07,PASS,21.2655625
2,lin,1,0,1,Linn’s,0.72,0.9,0.72,0.765,0,4,7,07,PASS,21.2655625
3,##n,1,0,1,Linn’s,0.72,0.9,0.765,0.81,1,4,7,07,PASS,21.2655625
4,’,1,0,1,Linn’s,0.72,0.9,0.81,0.855,2,4,7,07,PASS,21.2655625
5,s,1,0,1,Linn’s,0.72,0.9,0.855,0.9,3,4,7,07,PASS,21.2655625
6,associate,1,0,2,associate,0.9,1.22,0.9,1.22,0,1,7,07,PASS,21.2655625
7,editor,1,0,3,editor,1.22,1.68,1.22,1.68,0,1,7,07,PASS,21.2655625
8,michael,1,0,4,Michael,1.68,1.92,1.68,1.92,0,1,7,07,PASS,21.2655625
9,ba,1,0,5,Baadke,1.92,2.32,1.92,2.0533333333333332,0,3,7,07,PASS,21.2655625
10,##ad,1,0,5,Baadke,1.92,2.32,2.0533333333333332,2.1866666666666665,1,3,7,07,PASS,21.2655625
11,##ke,1,0,5,Baadke,1.92,2.32,2.1866666666666665,2.32,2,3,7,07,PASS,21.2655625
12,reports,1,0,6,reports,2.32,2.7,2.32,2.7,0,1,7,07,PASS,21.2655625
13,in,1,0,7,in,2.7,2.96,2.7,2.96,0,1,7,07,PASS,21.2655625
14,our,1,0,8,our,2.96,3.1,2.96,3.1,0,1,7,07,PASS,21.2655625
15,november,1,0,9,November,3.1,3.36,3.1,3.36,0,1,7,07,PASS,21.2655625
16,28,1,0,10,28,3.36,4.08,3.36,4.08,0,1,7,07,PASS,21.2655625
17,issue,1,0,11,issue,4.08,4.32,4.08,4.2,0,2,7,07,PASS,21.2655625
18,",",1,0,11,issue,4.08,4.32,4.2,4.32,1,2,7,07,PASS,21.2655625
19,attendees,1,0,12,attendees,5.12,5.42,5.12,5.27,0,2,7,07,PASS,21.2655625
20,“,1,0,12,attendees,5.12,5.42,5.27,5.42,1,2,7,07,PASS,21.2655625
21,enthusiastically,1,0,13,enthusiastically,5.42,6.68,5.42,6.68,0,1,7,07,PASS,21.2655625
22,discussed,1,0,14,discussed,6.68,7.42,6.68,7.42,0,1,7,07,PASS,21.2655625
