sample_index,sample_id,modality,rank,start_index,end_index,score,source_scale
49,128763$_$8,V,3,6,6,0.1578608616195616,3
50,130456$_$11,V,1,10,15,0.3055875615953812,1
50,130456$_$11,V,2,5,7,0.1416706965553038,5
50,130456$_$11,V,3,13,13,0.0534649606800542,peak
51,130456$_$3,V,1,9,13,0.4183221792288361,3
51,130456$_$3,V,2,13,14,0.1527843177405107,1
51,130456$_$3,V,3,10,10,0.0929668110743666,peak
52,130456$_$5,V,1,8,10,0.5933485817428461,3
52,130456$_$5,V,2,11,11,0.1181525267320969,1
53,130456$_$4,V,1,3,7,0.13628396397901257,3
53,130456$_$4,V,2,15,17,0.078883896929771,5
53,130456$_$4,V,3,2,3,0.0411663784013279,1
54,130456$_$7,V,1,4,5,0.3676227667793811,3
54,130456$_$7,V,2,3,3,0.1581820266037843,1
54,130456$_$7,V,3,7,7,0.1144097009674705,1
55,130456$_$6,V,1,3,9,0.2895441136419595,3
55,130456$_$6,V,2,28,29,0.07068283396657879,5
55,130456$_$6,V,3,30,31,0.061210037414746704,1
56,188343$_$13,V,1,8,18,0.1613357026506731,5
56,188343$_$13,V,2,11,12,0.0318056172565278,1
56,188343$_$13,V,3,15,16,0.0291870279875609,1
57,188343$_$12,V,1,22,27,0.47396672835710274,5
57,188343$_$12,V,2,9,11,0.15709751392067361,3
57,188343$_$12,V,3,25,25,0.1010326370934521,peak
58,188343$_$5,V,1,13,17,0.3599365271857211,5
58,188343$_$5,V,2,17,18,0.12310975510435782,3
58,188343$_$5,V,3,15,15,0.0767413374105002,peak
59,188343$_$9,V,1,5,11,0.33152397646602383,5
59,188343$_$9,V,2,3,4,0.0750580652775287,1
59,188343$_$9,V,3,10,10,0.0535328004232469,peak
60,188343$_$8,V,1,5,9,0.2897975804801644,5
60,188343$_$8,V,2,15,16,0.11703107198854851,1
60,188343$_$8,V,3,7,7,0.0606777893734327,peak
61,1HK7Nea0PFo$_$1,V,1,8,12,0.5294760235453405,1
61,1HK7Nea0PFo$_$1,V,2,9,9,0.1265571743456544,peak
62,216097$_$1,V,1,3,4,0.4617036181325886,3
63,216097$_$2,V,1,3,8,0.2199082244969995,5
63,216097$_$2,V,2,5,5,0.0450523591010707,peak
63,216097$_$2,V,3,13,13,0.0278385692434403,1
64,216097$_$5,V,1,4,11,0.2201637053304049,5
64,216097$_$5,V,2,6,6,0.0335662474213083,peak
64,216097$_$5,V,3,8,8,0.027037998269781,1
65,216097$_$4,V,1,39,44,0.18963313685716118,3
65,216097$_$4,V,2,24,27,0.1058229192695322,5
65,216097$_$4,V,3,17,19,0.07942710065592751,5
66,216097$_$7,V,1,27,33,0.09531249999999959,5
66,216097$_$7,V,2,15,20,0.0858915441176465,5
66,216097$_$7,V,3,29,30,0.031219362745097998,1
67,216097$_$8,V,1,9,11,0.7047619047619047,3
68,223431$_$11,V,1,5,10,0.2682553619186841,5
68,223431$_$11,V,2,3,6,0.1784622353334179,3
68,223431$_$11,V,3,25,27,0.0940234345363701,1
69,223431$_$10,V,1,1,3,0.4425775738859815,3
69,223431$_$10,V,2,6,7,0.16369751797726761,1
70,223431$_$13,V,1,17,22,0.383779949149048,3
70,223431$_$13,V,2,21,21,0.0741214752664671,1
70,223431$_$13,V,3,12,12,0.0463585512988029,1
71,223431$_$0,V,1,2,2,0.5449459591885406,1
72,223431$_$5,V,1,5,9,0.23954285426274521,3
72,223431$_$5,V,2,7,7,0.0549784531639827,peak
72,223431$_$5,V,3,10,10,0.0370303167762909,1
73,225770$_$3,V,1,30,41,0.3075302592265436,5
73,225770$_$3,V,2,39,42,0.09584155679460919,3
73,225770$_$3,V,3,8,9,0.0423172665698142,1
74,225770$_$5,V,1,2,5,0.782809757958518,5
74,225770$_$5,V,2,4,4,0.2136757202845258,1
74,225770$_$5,V,3,6,6,0.1055364947065986,1
75,225770$_$4,V,1,20,28,0.18905692627823978,1
75,225770$_$4,V,2,24,24,0.0225531361474435,peak
75,225770$_$4,V,3,30,30,0.0152503220372572,1
76,225770$_$6,V,1,17,25,0.3283387095244309,5
76,225770$_$6,V,2,25,26,0.0720229279625325,1
76,225770$_$6,V,3,19,19,0.0388481389829636,peak
77,236021$_$12,V,1,6,8,0.3334967001812956,5
77,236021$_$12,V,2,9,9,0.100375271961197,1
77,236021$_$12,V,3,10,10,0.0881235612483566,3
78,236021$_$1,V,1,20,26,0.5475722881570723,3
78,236021$_$1,V,2,25,25,0.0844675452145763,peak
79,236021$_$3,V,1,3,5,0.5582389135869679,5
79,236021$_$3,V,2,1,1,0.0913864171057524,1
79,236021$_$3,V,3,7,7,0.089703253000259,1
80,236021$_$2,V,1,21,27,0.23387674090475763,5
80,236021$_$2,V,2,32,37,0.19597875901313522,3
80,236021$_$2,V,3,23,23,0.0382346709327123,peak
81,236021$_$5,V,1,8,11,0.3388193823269734,5
81,236021$_$5,V,2,11,12,0.1737287593231319,1
81,236021$_$5,V,3,6,6,0.0822626257046331,1
82,236021$_$4,V,1,18,23,0.17710753788456962,3
82,236021$_$4,V,2,31,34,0.11657950819747351,5
82,236021$_$4,V,3,44,46,0.0865669269657233,3
83,237009$_$11,V,1,5,7,0.4661064975012656,3
83,237009$_$11,V,2,9,9,0.063270902243952,1
84,237009$_$12,V,1,22,32,0.3479334037931199,5
84,237009$_$12,V,2,11,14,0.1250403887805433,1
84,237009$_$12,V,3,30,32,0.09227310693285251,1
85,237009$_$4,V,1,5,7,0.2010893980233602,5
85,237009$_$4,V,2,3,4,0.12150718778077249,3
85,237009$_$4,V,3,1,2,0.0737870619946091,1
86,237009$_$7,V,1,4,5,0.3445546140904221,5
86,237009$_$7,V,2,6,6,0.1530066727143693,3
86,237009$_$7,V,3,7,7,0.1224655825330572,1
87,237009$_$9,V,1,3,5,0.3663622740296114,3
87,237009$_$9,V,2,1,1,0.0539028435329691,1
87,237009$_$9,V,3,12,12,0.0461036973067877,1
88,241629$_$10,V,1,12,16,0.6546513006549214,3
88,241629$_$10,V,2,14,14,0.1494613069901708,peak
88,241629$_$10,V,3,11,11,0.0931508316980024,1
89,241629$_$0,V,1,4,7,0.5458386861882866,3
89,241629$_$0,V,2,6,6,0.1770204637995026,peak
89,241629$_$0,V,3,1,1,0.0335958653240219,1
90,241629$_$3,V,1,18,24,0.1820417055711171,5
90,241629$_$3,V,2,23,25,0.0741752256458138,3
90,241629$_$3,V,3,20,20,0.0264239028944911,peak
91,241629$_$5,V,1,17,23,0.3841345396816918,5
91,241629$_$5,V,2,23,25,0.150479902677431,3
91,241629$_$5,V,3,13,14,0.0949616665640945,1
92,241629$_$8,V,1,10,21,0.3131371086663464,5
92,241629$_$8,V,2,9,12,0.10193418176077401,3
92,241629$_$8,V,3,18,19,0.0559992961611217,1
93,243646$_$11,V,1,13,17,0.6045873006050748,3
93,243646$_$11,V,2,15,15,0.1317633180573789,peak
94,243646$_$12,V,1,24,25,0.3059238688870741,1
94,243646$_$12,V,2,29,29,0.201111753049555,1
94,243646$_$12,V,3,37,44,0.1231368916676311,5
95,243646$_$9,V,1,1,1,1.0,1
96,243646$_$8,V,1,9,11,0.3122333895349825,1
96,243646$_$8,V,2,7,8,0.19277576499878563,5
96,243646$_$8,V,3,5,5,0.0935144768034477,5
97,247318$_$12,V,1,13,13,0.519948717948718,1
97,247318$_$12,V,2,6,9,0.2306666666666666,5
97,247318$_$12,V,3,9,9,0.0616923076923078,1
98,247318$_$1,V,1,5,8,0.3623862431337389,5
98,247318$_$1,V,2,4,5,0.1867004078400073,1
98,247318$_$1,V,3,7,7,0.0918023122602944,1
99,247318$_$3,V,1,1,5,1.0,5
99,247318$_$3,V,2,3,3,0.251111674369608,peak
100,247318$_$2,V,1,8,12,0.3833988352381727,5
100,247318$_$2,V,2,7,8,0.1530500521071079,3
100,247318$_$2,V,3,12,12,0.0779368412502444,peak
101,247318$_$5,V,1,13,15,0.214559267956215,5
101,247318$_$5,V,2,5,7,0.2051754628181819,3
101,247318$_$5,V,3,10,10,0.0621302973154636,1
102,247318$_$7,V,1,2,5,0.8614042378697042,5
102,247318$_$7,V,2,3,3,0.347943287951333,peak
103,247318$_$6,V,1,1,5,0.9999999999999998,5
103,247318$_$6,V,2,4,4,0.2630756658426109,peak
104,252998$_$1,V,1,9,11,0.0999385606756169,5
104,252998$_$1,V,2,14,16,0.09331117560286989,3
104,252998$_$1,V,3,13,14,0.0667166107776694,5
105,252998$_$0,V,1,3,5,0.1228855721393033,3
105,252998$_$0,V,2,5,6,0.0887506909894969,5
105,252998$_$0,V,3,8,9,0.0860775487641158,1
106,252998$_$5,V,1,33,38,0.19966581798143662,3
106,252998$_$5,V,2,18,22,0.1741089138698704,5
106,252998$_$5,V,3,9,10,0.0592550313965123,1
107,252998$_$4,V,1,28,34,0.2241516040600302,5
107,252998$_$4,V,2,5,9,0.15166556869689052,5
107,252998$_$4,V,3,31,32,0.0679211397101591,1
108,252998$_$7,V,1,17,18,0.28239263387366287,1
108,252998$_$7,V,2,20,21,0.2756067044982229,1
108,252998$_$7,V,3,25,33,0.16749115708578222,5
109,252998$_$8,V,1,5,7,0.3738896052943723,5
109,252998$_$8,V,2,7,9,0.3460019961458846,3
109,252998$_$8,V,3,11,11,0.043336804231619,1
110,257247$_$10,V,1,4,5,0.34244471611520877,5
110,257247$_$10,V,2,6,6,0.1524644918129535,3
110,257247$_$10,V,3,3,3,0.1482182047774686,3
111,257247$_$12,V,1,13,16,0.2715583774442406,3
111,257247$_$12,V,2,5,6,0.1280297073934824,5
111,257247$_$12,V,3,2,3,0.09229526460937379,1
112,257247$_$2,V,1,9,12,0.2943294485543384,5
112,257247$_$2,V,2,15,16,0.12544710284508082,1
112,257247$_$2,V,3,10,10,0.0775854648459053,1
113,258654$_$1,V,1,32,42,0.2844319400848825,3
113,258654$_$1,V,2,32,34,0.0797322726053272,1
113,258654$_$1,V,3,20,21,0.0476958846810215,5
114,258654$_$3,V,1,31,42,0.3617991163199371,5
114,258654$_$3,V,2,38,38,0.0339280809069986,peak
114,258654$_$3,V,3,42,42,0.0276256654801715,1
115,258654$_$4,V,1,10,13,0.675956350028261,3
115,258654$_$4,V,2,11,11,0.2584250188598042,peak
115,258654$_$4,V,3,15,15,0.0852364201072291,1
116,266791$_$24,V,1,9,12,0.3582093364957164,3
116,266791$_$24,V,2,9,9,0.0934057970481735,peak
116,266791$_$24,V,3,13,13,0.0739962384088178,1
117,266791$_$20,V,1,27,32,0.0993658569776143,5
117,266791$_$20,V,2,3,7,0.0787725386133223,3
117,266791$_$20,V,3,31,33,0.0516983057766889,1
118,266791$_$21,V,1,20,28,0.21242469202408348,5
118,266791$_$21,V,2,44,46,0.0658219842536742,3
118,266791$_$21,V,3,8,9,0.0471141288861483,3
119,266791$_$23,V,1,16,24,0.32363747339661986,5
119,266791$_$23,V,2,15,18,0.1416854949781391,3
119,266791$_$23,V,3,22,23,0.0749936799601817,1
120,266791$_$29,V,1,1,3,1.0,3
121,266791$_$3,V,1,2,6,0.35452651884308756,1
121,266791$_$3,V,2,5,5,0.0836510914358232,peak
121,266791$_$3,V,3,15,15,0.0608213122685597,5
122,266791$_$5,V,1,7,14,0.3391920857353718,5
122,266791$_$5,V,2,26,27,0.07782451398324239,1
122,266791$_$5,V,3,12,12,0.0456345861549848,peak
123,266791$_$4,V,1,7,10,0.4675505138628645,3
123,266791$_$4,V,2,8,8,0.1316641852085453,peak
123,266791$_$4,V,3,4,4,0.0758306592821419,1
124,266791$_$6,V,1,5,10,0.1005913709811759,5
124,266791$_$6,V,2,30,34,0.0866261313787548,3
124,266791$_$6,V,3,33,36,0.0532344938641789,1
125,266791$_$8,V,1,5,7,0.3430929502825813,5
125,266791$_$8,V,2,7,9,0.3430527467959738,3
125,266791$_$8,V,3,9,11,0.2639720412426119,1
126,266791$_$11,V,1,5,7,0.1855229854611806,5
126,266791$_$11,V,2,7,9,0.1701512743539937,3
127,266791$_$14,V,1,5,11,0.185450380146582,5
127,266791$_$14,V,2,6,6,0.031510637715287,peak
127,266791$_$14,V,3,15,15,0.0221940801182881,1
128,270254$_$23,V,1,9,13,0.364269718177675,5
128,270254$_$23,V,2,12,12,0.0774198740604081,1
128,270254$_$23,V,3,10,10,0.0741064712061907,1
129,270254$_$0,V,1,7,11,0.1746102607709748,5
129,270254$_$0,V,2,9,9,0.0355229591836734,peak
129,270254$_$0,V,3,14,14,0.0315334467120181,1
130,270254$_$6,V,1,30,31,0.3424716216831447,1
130,270254$_$6,V,2,24,25,0.2009391334529202,1
130,270254$_$6,V,3,4,9,0.12177455887528772,3
131,270254$_$8,V,1,3,6,0.237571465543187,3
131,270254$_$8,V,2,19,20,0.0983742146604438,5
131,270254$_$8,V,3,21,22,0.0904376936525394,3
132,270254$_$11,V,1,2,5,0.3901910828025476,5
132,270254$_$11,V,2,3,3,0.1078980891719745,peak
132,270254$_$11,V,3,4,4,0.1059872611464967,1
133,270254$_$14,V,1,4,6,0.4118842404970097,3
133,270254$_$14,V,2,8,8,0.1133789894553059,1
133,270254$_$14,V,3,10,10,0.0489287168092718,1
134,270254$_$16,V,1,13,15,0.5207618220001446,3
134,270254$_$16,V,2,3,6,0.2676823086392932,5
134,270254$_$16,V,3,3,3,0.0682236222753277,3
135,272624$_$10,V,1,32,38,0.17180319765352997,5
135,272624$_$10,V,2,40,44,0.12272765895924549,5
135,272624$_$10,V,3,31,33,0.07302357062458831,3
136,272624$_$13,V,1,1,12,0.21073883161511964,1
136,272624$_$13,V,2,25,26,0.0272050400916379,1
136,272624$_$13,V,3,35,37,0.025658648339060598,1
137,272624$_$12,V,1,3,7,0.2664048606502954,3
137,272624$_$12,V,2,16,18,0.1602530732242633,5
137,272624$_$12,V,3,6,6,0.0579205090257826,peak
138,272624$_$16,V,1,30,40,0.299014996964576,5
138,272624$_$16,V,2,43,45,0.0704641975482351,1
138,272624$_$16,V,3,31,32,0.0596961293966398,1
139,272624$_$18,V,1,21,29,0.42438358159263245,3
139,272624$_$18,V,2,19,22,0.1656886315681979,1
139,272624$_$18,V,3,26,26,0.0500393581083807,peak
140,272624$_$2,V,1,19,28,0.35519228394708274,3
140,272624$_$2,V,2,5,7,0.0835166107180636,5
140,272624$_$2,V,3,7,8,0.0564582542816849,3
141,272624$_$6,V,1,10,16,0.1485135477779473,5
141,272624$_$6,V,2,6,7,0.0406439905248276,1
141,272624$_$6,V,3,20,21,0.0377970387856027,1
142,272624$_$9,V,1,25,34,0.255306358597405,5
142,272624$_$9,V,2,16,18,0.07218512622387929,1
142,272624$_$9,V,3,22,24,0.0717169512317348,3
143,272624$_$8,V,1,30,39,0.2773644236095007,5
143,272624$_$8,V,2,40,42,0.0635863964985974,1
143,272624$_$8,V,3,17,18,0.0506692897917642,3
144,273539$_$3,V,1,16,22,0.317856363655453,3
144,273539$_$3,V,2,5,6,0.0830767746169572,3
144,273539$_$3,V,3,19,19,0.0481640483111078,peak
145,273539$_$2,V,1,1,3,0.9999999999999998,3
146,273539$_$9,V,1,38,44,0.3027625193947326,5
146,273539$_$9,V,2,23,27,0.12334718941302761,5
146,273539$_$9,V,3,41,41,0.061131964016495,peak
147,290546$_$3,V,1,14,19,0.340664172170109,3
147,290546$_$3,V,2,18,18,0.0593926463790476,peak
147,290546$_$3,V,3,14,14,0.0550283855189511,1
148,290546$_$5,V,1,13,21,0.3685484032252311,5
148,290546$_$5,V,2,17,17,0.0453690991324011,peak
148,290546$_$5,V,3,6,6,0.0331841162440123,3
149,290546$_$7,V,1,27,34,0.2015669200007137,3
149,290546$_$7,V,2,19,24,0.15390311441291882,5
149,290546$_$7,V,3,30,31,0.0526736644821214,1
150,290546$_$6,V,1,4,5,0.338177035697255,5
150,290546$_$6,V,2,7,8,0.1951166562646411,1
151,2S00zYaVrtc$_$10,V,1,5,8,0.2696008933889549,5
151,2S00zYaVrtc$_$10,V,2,4,5,0.1387721003501761,1
151,2S00zYaVrtc$_$10,V,3,10,10,0.066459182958074,1
152,2S00zYaVrtc$_$12,V,1,9,13,0.1950235725510736,5
152,2S00zYaVrtc$_$12,V,2,13,13,0.0427448926139339,peak
152,2S00zYaVrtc$_$12,V,3,16,16,0.0203335079448227,1
153,2S00zYaVrtc$_$20,V,1,13,16,0.6044932636562099,1
153,2S00zYaVrtc$_$20,V,2,14,14,0.1792904109423193,peak
154,2S00zYaVrtc$_$17,V,1,8,12,0.43384934043744694,3
154,2S00zYaVrtc$_$17,V,2,11,11,0.0952587915527055,peak
154,2S00zYaVrtc$_$17,V,3,14,14,0.0666408069064537,1
155,2S00zYaVrtc$_$5,V,1,2,8,0.7746844708877939,3
155,2S00zYaVrtc$_$5,V,2,5,5,0.1912928995830327,peak
155,2S00zYaVrtc$_$5,V,3,1,1,0.058198233253137,1
156,2S00zYaVrtc$_$4,V,1,1,1,0.4260142411303199,1
156,2S00zYaVrtc$_$4,V,2,12,16,0.1840826873385012,5
156,2S00zYaVrtc$_$4,V,3,15,18,0.1571403962101635,3
157,2Xt31_d0XEE$_$2,V,1,16,21,0.4012376249902498,5
157,2Xt31_d0XEE$_$2,V,2,8,10,0.1472695056228547,1
157,2Xt31_d0XEE$_$2,V,3,19,19,0.0741737607807293,1
158,31474$_$11,V,1,3,5,0.5651500382038325,5
158,31474$_$11,V,2,1,2,0.280193990651315,1
159,31474$_$14,V,1,4,7,0.4164527208463844,5
159,31474$_$14,V,2,2,4,0.3038648406001575,1
159,31474$_$14,V,3,9,9,0.083582605669773,1
160,31474$_$0,V,1,17,22,0.5023125025631593,3
160,31474$_$0,V,2,21,21,0.0977135178109289,peak
160,31474$_$0,V,3,7,7,0.0478489030010565,1
161,31474$_$3,V,1,7,12,0.3151055377582054,5
161,31474$_$3,V,2,19,20,0.1218736716314905,3
161,31474$_$3,V,3,6,7,0.0996720260112415,1
162,31474$_$6,V,1,9,12,0.3866759307913284,5
162,31474$_$6,V,2,12,12,0.099578863974569,peak
162,31474$_$6,V,3,6,6,0.078673893306841,1
163,31474$_$9,V,1,4,5,0.3824703641789367,1
164,31474$_$8,V,1,6,7,0.3210724651594587,3
164,31474$_$8,V,2,4,5,0.3026458270071049,5
165,32681$_$1,V,1,5,9,0.2906155082374738,5
165,32681$_$1,V,2,19,21,0.10037140743918359,1
165,32681$_$1,V,3,7,7,0.0617483751392619,1
166,32681$_$3,V,1,25,31,0.2534666381705736,3
166,32681$_$3,V,2,5,8,0.13769753491804532,5
166,32681$_$3,V,3,1,3,0.0542003608676279,1
167,32681$_$5,V,1,12,16,0.1540580598354619,5
167,32681$_$5,V,2,34,37,0.1374292977131783,3
167,32681$_$5,V,3,25,26,0.06249799201588681,3
168,32681$_$6,V,1,11,17,0.3436692336685121,3
168,32681$_$6,V,2,11,12,0.0980238393463259,1
168,32681$_$6,V,3,16,16,0.0513018176825799,1
169,33170$_$1,V,1,18,28,0.255480276413541,5
169,33170$_$1,V,2,22,24,0.07248810526020541,3
169,33170$_$1,V,3,16,18,0.070631300415006,3
170,33170$_$3,V,1,25,31,0.2796760712911759,5
170,33170$_$3,V,2,13,15,0.1081343717603567,3
170,33170$_$3,V,3,29,29,0.0493017945014733,peak
171,33170$_$4,V,1,25,29,0.21801261533833094,1
171,33170$_$4,V,2,14,17,0.1456746589722442,5
171,33170$_$4,V,3,12,13,0.0713745848761307,3
172,3MFNIag0wNE$_$12,V,1,18,27,0.2698831745354947,3
172,3MFNIag0wNE$_$12,V,2,26,27,0.048834653550833496,1
172,3MFNIag0wNE$_$12,V,3,5,6,0.048002817639995796,3
173,3MFNIag0wNE$_$14,V,1,12,20,0.3869415607352592,3
173,3MFNIag0wNE$_$14,V,2,19,21,0.1187584581344038,1
173,3MFNIag0wNE$_$14,V,3,13,13,0.0455697069072463,peak
174,3MFNIag0wNE$_$16,V,1,5,10,0.44007294333274877,5
174,3MFNIag0wNE$_$16,V,2,18,19,0.1296682547588159,1
