sample_index,sample_id,modality,rank,start_index,end_index,score,source_scale
15,102408$_$9,A,2,9,9,0.0258934648008897,peak
15,102408$_$9,A,3,22,22,0.0172783559915674,1
16,102858$_$20,A,1,8,12,0.4486241120374611,5
16,102858$_$20,A,2,11,11,0.1566772345705204,peak
16,102858$_$20,A,3,3,5,0.1551944197091123,3
17,102858$_$21,A,1,25,27,0.5243501151694631,3
17,102858$_$21,A,2,17,22,0.2290885159591972,5
17,102858$_$21,A,3,6,6,0.0368213228035538,1
18,102858$_$1,A,1,9,14,0.178970808235896,5
18,102858$_$1,A,2,8,10,0.09493769930317689,1
18,102858$_$1,A,3,3,4,0.0512110743671508,1
19,102858$_$0,A,1,1,3,0.9999999999999998,3
20,102858$_$4,A,1,28,35,0.3788111623312993,5
20,102858$_$4,A,2,3,5,0.0983673593032036,3
20,102858$_$4,A,3,32,32,0.0785241908721386,peak
21,102858$_$6,A,1,1,7,0.6339660170862799,3
21,102858$_$6,A,2,4,4,0.1581631914671697,peak
21,102858$_$6,A,3,7,8,0.0951068420686294,5
22,102858$_$10,A,1,2,4,0.5821136467706128,3
22,102858$_$10,A,2,5,7,0.2341055926029887,5
23,102858$_$17,A,1,7,9,0.45193104742147544,3
23,102858$_$17,A,2,5,7,0.3536424921194779,5
23,102858$_$17,A,3,2,2,0.1111515305077425,1
24,102858$_$19,A,1,9,11,0.40588080352286615,3
24,102858$_$19,A,2,7,9,0.2959420769419146,5
24,102858$_$19,A,3,5,5,0.1091151756767409,1
25,112433$_$10,A,1,1,1,0.5,1
26,112433$_$3,A,1,3,5,0.3542643209736846,3
26,112433$_$3,A,2,11,18,0.2511294765840217,5
26,112433$_$3,A,3,28,30,0.1803695441041548,3
27,112433$_$7,A,1,6,8,0.448175903595446,3
27,112433$_$7,A,2,4,4,0.1360502265175457,1
27,112433$_$7,A,3,9,9,0.0997961020930385,1
28,112433$_$6,A,1,20,24,0.5587209302325554,5
28,112433$_$6,A,2,24,24,0.2180772394879408,peak
28,112433$_$6,A,3,10,12,0.1071705426356591,3
29,117tQqLjza4$_$6,A,1,3,6,0.5699156030544024,3
29,117tQqLjza4$_$6,A,2,5,5,0.1584395892695623,peak
29,117tQqLjza4$_$6,A,3,6,6,0.1390846719556136,1
30,11j7EfglCAs$_$2,A,1,5,10,0.3503891609009741,5
30,11j7EfglCAs$_$2,A,2,20,22,0.18500939234560299,1
30,11j7EfglCAs$_$2,A,3,3,4,0.1155885484871641,3
31,121128$_$10,A,1,8,11,0.36717821399865225,5
31,121128$_$10,A,2,7,8,0.1754616752886172,1
31,121128$_$10,A,3,11,11,0.0981933242618975,1
32,121128$_$1,A,1,18,22,0.3152975697556276,5
32,121128$_$1,A,2,6,9,0.24302935310743112,3
32,121128$_$1,A,3,16,17,0.0904037936781578,1
33,121128$_$0,A,1,3,5,0.2474780327760245,3
34,121128$_$5,A,1,3,5,0.5356422207090287,5
34,121128$_$5,A,2,7,7,0.1670015849237472,1
35,125344$_$0,A,1,11,21,0.43970349483749677,5
35,125344$_$0,A,2,18,20,0.10670675376468461,1
35,125344$_$0,A,3,13,13,0.0485522336797076,peak
36,125676$_$0,A,1,9,12,0.6540797973587591,5
36,125676$_$0,A,2,11,11,0.2147117684742167,peak
36,125676$_$0,A,3,2,2,0.0263187565434484,1
37,125676$_$4,A,1,5,9,0.2499208786090939,3
37,125676$_$4,A,2,18,19,0.0909632226130019,3
37,125676$_$4,A,3,6,6,0.0545010835285443,peak
38,128059$_$11,A,1,36,38,0.3251896050064096,1
38,128059$_$11,A,2,19,22,0.1703716680694258,3
38,128059$_$11,A,3,4,7,0.1200785010911851,5
39,128059$_$12,A,1,8,10,0.1403479236812568,3
39,128059$_$12,A,2,6,6,0.0504769921436588,1
39,128059$_$12,A,3,12,12,0.0368125701459034,5
40,128059$_$2,A,1,1,1,0.5229997667366457,1
40,128059$_$2,A,2,10,13,0.20930720783764842,3
40,128059$_$2,A,3,13,13,0.0605085141124329,1
41,128059$_$7,A,1,18,25,0.2691962648546673,5
41,128059$_$7,A,2,11,14,0.1284743712366674,5
41,128059$_$7,A,3,1,4,0.08727095681376079,1
42,128059$_$6,A,1,36,42,0.4517939313872149,5
42,128059$_$6,A,2,39,39,0.1190612462934312,peak
42,128059$_$6,A,3,27,30,0.10410234419668339,5
43,128059$_$9,A,1,13,18,0.5864135090511594,5
43,128059$_$9,A,2,15,15,0.1430559263174749,peak
43,128059$_$9,A,3,3,4,0.0836275801493193,3
44,128763$_$12,A,1,2,6,0.3930848749771924,5
44,128763$_$12,A,2,12,14,0.24490653925747258,3
44,128763$_$12,A,3,3,3,0.1152014809906647,1
45,128763$_$3,A,1,12,17,0.48927399214622347,5
45,128763$_$3,A,2,15,15,0.1211082233959058,peak
45,128763$_$3,A,3,8,9,0.0994535519125685,1
46,128763$_$2,A,1,7,9,0.5397309993711084,3
46,128763$_$2,A,2,4,4,0.0625077591558042,1
47,128763$_$5,A,1,2,4,0.49124345712829054,3
47,128763$_$5,A,2,9,9,0.1098847950171102,1
48,128763$_$7,A,1,11,14,0.49505666462633513,3
48,128763$_$7,A,2,12,12,0.151100223121108,peak
48,128763$_$7,A,3,15,15,0.0960947924864587,1
49,128763$_$8,A,1,5,6,0.3667466078331665,3
50,130456$_$11,A,1,29,34,0.4962679869338241,5
50,130456$_$11,A,2,30,30,0.1643841856447826,1
50,130456$_$11,A,3,19,23,0.15022390965732071,1
51,130456$_$3,A,1,16,18,0.5086585829793142,3
51,130456$_$3,A,2,5,7,0.1055628348084961,5
51,130456$_$3,A,3,9,11,0.10206166270021641,5
52,130456$_$5,A,1,8,10,0.17590844062947042,3
52,130456$_$5,A,2,6,8,0.1565665236051501,5
52,130456$_$5,A,3,10,11,0.0875822603719597,1
53,130456$_$4,A,1,13,18,0.6730978053038678,1
53,130456$_$4,A,2,15,15,0.1460094040250564,peak
54,130456$_$7,A,1,4,5,0.1846270543615675,5
54,130456$_$7,A,2,1,2,0.104922039612305,1
55,130456$_$6,A,1,31,33,0.28344934958614854,3
55,130456$_$6,A,2,26,28,0.2443165851825572,3
55,130456$_$6,A,3,6,14,0.2205038016059117,5
56,188343$_$13,A,1,24,30,0.39033751645273757,3
56,188343$_$13,A,2,28,29,0.1262360875016413,1
56,188343$_$13,A,3,40,42,0.1118531761464627,3
57,188343$_$12,A,1,15,20,0.3296161708865447,5
57,188343$_$12,A,2,27,29,0.16655223025353802,1
57,188343$_$12,A,3,10,11,0.09585121602288929,3
58,188343$_$5,A,1,19,19,0.5116578014184398,1
58,188343$_$5,A,2,12,15,0.1395279255319147,5
58,188343$_$5,A,3,3,5,0.10234929078014171,3
59,188343$_$9,A,1,9,13,0.3004594817166444,3
59,188343$_$9,A,2,20,22,0.1281884936885232,3
59,188343$_$9,A,3,11,11,0.0865024367994843,peak
60,188343$_$8,A,1,10,15,0.40265100325920855,5
60,188343$_$8,A,2,18,20,0.142279976095129,1
60,188343$_$8,A,3,12,12,0.0911864165865524,peak
61,1HK7Nea0PFo$_$1,A,1,11,15,0.4715924010735583,3
61,1HK7Nea0PFo$_$1,A,2,10,11,0.16967278534158198,1
61,1HK7Nea0PFo$_$1,A,3,13,13,0.1099335703449123,1
62,216097$_$1,A,1,6,9,0.7635108481262332,1
62,216097$_$1,A,2,6,6,0.5442472057856674,peak
63,216097$_$2,A,1,8,13,0.5072550065183796,3
63,216097$_$2,A,2,10,10,0.1015856630632588,peak
63,216097$_$2,A,3,24,24,0.0211996697045494,1
64,216097$_$5,A,1,10,17,0.42523545803790963,5
64,216097$_$5,A,2,15,15,0.0646449638192831,peak
64,216097$_$5,A,3,30,30,0.0528278278278278,1
65,216097$_$4,A,1,7,15,0.525620123390899,3
65,216097$_$4,A,2,34,36,0.1002432107242735,5
65,216097$_$4,A,3,43,46,0.09785852926750731,1
66,216097$_$7,A,1,31,37,0.2981024112959264,5
66,216097$_$7,A,2,13,17,0.1341102865247351,5
66,216097$_$7,A,3,34,34,0.0696304776507117,peak
67,216097$_$8,A,1,4,4,0.5227715355805245,1
67,216097$_$8,A,2,6,10,0.33932584269662897,1
68,223431$_$11,A,1,11,17,0.6633057444326189,5
68,223431$_$11,A,2,14,14,0.1501530385431992,peak
68,223431$_$11,A,3,2,3,0.0661306980980456,3
69,223431$_$10,A,1,4,4,0.5197888386123679,1
69,223431$_$10,A,2,7,10,0.2743891402714933,3
69,223431$_$10,A,3,13,13,0.0195173453996981,1
70,223431$_$13,A,1,8,13,0.5879048880645618,5
70,223431$_$13,A,2,12,12,0.2314966873780495,peak
70,223431$_$13,A,3,20,21,0.0592718998862343,1
71,223431$_$0,A,1,1,1,0.5624999999999997,1
72,223431$_$5,A,1,9,13,0.4311803559084797,5
72,223431$_$5,A,2,10,10,0.1078452980624904,peak
72,223431$_$5,A,3,16,17,0.09743836992306801,1
73,225770$_$3,A,1,13,18,0.4592044172599398,5
73,225770$_$3,A,2,15,15,0.1275812643769494,peak
73,225770$_$3,A,3,32,35,0.0753011040481765,3
74,225770$_$5,A,1,2,5,0.3877856853555516,5
74,225770$_$5,A,2,3,3,0.1198229474049644,1
74,225770$_$5,A,3,5,5,0.0956662616443904,1
75,225770$_$4,A,1,27,31,0.270144478241681,3
75,225770$_$4,A,2,11,14,0.19952728084058308,5
75,225770$_$4,A,3,25,28,0.18796827792485998,1
76,225770$_$6,A,1,25,31,0.5750805695721122,5
76,225770$_$6,A,2,25,25,0.1421801818409003,1
76,225770$_$6,A,3,30,31,0.1141791302155431,1
77,236021$_$12,A,1,4,6,0.3319986723258948,5
77,236021$_$12,A,2,3,4,0.1960509280576446,3
77,236021$_$12,A,3,11,12,0.1722001363292103,1
78,236021$_$1,A,1,10,16,0.2298932027324045,3
78,236021$_$1,A,2,14,14,0.0367260390161153,peak
78,236021$_$1,A,3,16,16,0.0319698669366238,1
79,236021$_$3,A,1,3,5,0.6030293717952053,5
79,236021$_$3,A,2,6,6,0.230405283188616,1
80,236021$_$2,A,1,17,21,0.2826214208670146,5
80,236021$_$2,A,2,6,10,0.2684257209716273,5
80,236021$_$2,A,3,8,8,0.1151150800816533,1
81,236021$_$5,A,1,1,4,0.4162541077816523,3
81,236021$_$5,A,2,3,3,0.1254955039940164,peak
81,236021$_$5,A,3,7,7,0.0818375604380085,1
82,236021$_$4,A,1,35,39,0.4577975275704037,5
82,236021$_$4,A,2,38,38,0.1688340399430778,peak
82,236021$_$4,A,3,8,14,0.13587611472643968,5
83,237009$_$11,A,1,2,4,0.4676280768716168,3
83,237009$_$11,A,2,1,1,0.1198372057439908,1
83,237009$_$11,A,3,9,9,0.1012911735327764,1
84,237009$_$12,A,1,5,12,0.6515433138767792,5
84,237009$_$12,A,2,9,9,0.1551543676544264,peak
84,237009$_$12,A,3,34,37,0.08302458735779089,3
85,237009$_$4,A,1,6,10,0.3538530373601771,5
85,237009$_$4,A,2,10,11,0.13519667359298979,3
85,237009$_$4,A,3,8,8,0.0773391173399732,1
86,237009$_$7,A,1,8,8,0.5320645905420991,1
86,237009$_$7,A,2,5,6,0.17577854671280269,3
87,237009$_$9,A,1,2,4,0.3214583687838983,3
87,237009$_$9,A,2,4,6,0.2912005315645869,5
88,241629$_$10,A,1,7,11,0.4429819456751158,5
88,241629$_$10,A,2,9,9,0.1031809283796933,peak
88,241629$_$10,A,3,1,2,0.0741987179487177,1
89,241629$_$0,A,1,11,13,0.4412118208162006,3
89,241629$_$0,A,2,7,10,0.2267131242740997,5
89,241629$_$0,A,3,1,2,0.1837204285062925,1
90,241629$_$3,A,1,3,8,0.3971842859179727,5
90,241629$_$3,A,2,14,15,0.1162131338394332,1
90,241629$_$3,A,3,5,5,0.098417453861911,peak
91,241629$_$5,A,1,16,22,0.5905735679778648,5
91,241629$_$5,A,2,23,24,0.1277508347172924,1
91,241629$_$5,A,3,19,19,0.1201457332942176,peak
92,241629$_$8,A,1,43,48,0.47708846579687036,5
92,241629$_$8,A,2,48,48,0.1435733965766026,peak
92,241629$_$8,A,3,11,14,0.0877527033380347,3
93,243646$_$11,A,1,15,19,0.6004202390171554,3
93,243646$_$11,A,2,17,17,0.1581965346462909,peak
93,243646$_$11,A,3,5,6,0.10710961278950479,1
94,243646$_$12,A,1,4,10,0.3353518300873247,3
94,243646$_$12,A,2,32,35,0.1200711710012088,5
94,243646$_$12,A,3,37,38,0.06677638145522341,1
95,243646$_$9,A,1,1,1,0.5,1
96,243646$_$8,A,1,6,8,0.33775146157993297,5
96,243646$_$8,A,2,4,5,0.2107702167996737,3
96,243646$_$8,A,3,10,10,0.11240278591827,3
97,247318$_$12,A,1,10,13,0.6064445879808391,1
97,247318$_$12,A,2,11,11,0.1893562465159075,peak
98,247318$_$1,A,1,11,14,0.6234725990300314,3
98,247318$_$1,A,2,13,13,0.2976071952562417,peak
98,247318$_$1,A,3,10,10,0.0701368726669431,1
99,247318$_$3,A,1,1,5,0.9999999999999998,5
99,247318$_$3,A,2,2,2,0.3522831283351169,peak
100,247318$_$2,A,1,6,10,0.7284945546988191,5
100,247318$_$2,A,2,4,6,0.5796322827125119,3
100,247318$_$2,A,3,17,17,0.0145176695319961,1
101,247318$_$5,A,1,14,18,0.3991343130516449,5
101,247318$_$5,A,2,17,17,0.0941035521306788,peak
101,247318$_$5,A,3,2,2,0.0633500162509071,1
102,247318$_$7,A,1,2,5,0.8554461182456252,5
102,247318$_$7,A,2,3,3,0.2845418259951643,peak
103,247318$_$6,A,1,1,5,0.9999999999999999,5
103,247318$_$6,A,2,1,1,0.5456790123456791,1
103,247318$_$6,A,3,3,3,0.1646972052784754,1
104,252998$_$1,A,1,4,7,0.2807259779198993,5
104,252998$_$1,A,2,15,16,0.1405624408076815,3
104,252998$_$1,A,3,17,18,0.0889021000948476,1
105,252998$_$0,A,1,9,12,0.37913896998960783,3
105,252998$_$0,A,2,14,14,0.1788332218239321,1
105,252998$_$0,A,3,9,9,0.1743258887061901,1
106,252998$_$5,A,1,27,33,0.5616561251490533,5
106,252998$_$5,A,2,31,31,0.1379818362838216,1
106,252998$_$5,A,3,29,29,0.1261706056455885,1
107,252998$_$4,A,1,35,46,0.6281813123733349,5
107,252998$_$4,A,2,37,39,0.2429300302582056,1
107,252998$_$4,A,3,44,45,0.0798654287630417,1
108,252998$_$7,A,1,18,25,0.5118369782123593,5
108,252998$_$7,A,2,22,22,0.1226557893021057,peak
108,252998$_$7,A,3,4,6,0.080702094647013,3
109,252998$_$8,A,1,10,10,0.5119745845552298,1
109,252998$_$8,A,2,4,6,0.21759530791788842,5
109,252998$_$8,A,3,1,1,0.0305962854349951,1
110,257247$_$10,A,1,6,7,0.1421356421356422,3
110,257247$_$10,A,2,4,5,0.11681096681096631,5
110,257247$_$10,A,3,8,8,0.0976911976911976,1
111,257247$_$12,A,1,3,7,0.2369262720664588,1
111,257247$_$12,A,2,5,5,0.0541433021806853,peak
112,257247$_$2,A,1,11,15,0.5418905844654688,5
112,257247$_$2,A,2,14,14,0.2149224241240039,peak
112,257247$_$2,A,3,1,2,0.0589097546212226,1
113,258654$_$1,A,1,2,8,0.5139169588338993,3
113,258654$_$1,A,2,5,5,0.1198094573009665,peak
113,258654$_$1,A,3,30,34,0.09301503094606531,5
114,258654$_$3,A,1,13,19,0.3831351510542116,3
114,258654$_$3,A,2,13,14,0.2502992677821139,1
114,258654$_$3,A,3,1,2,0.162715138334707,1
115,258654$_$4,A,1,4,7,0.5020894631367032,1
115,258654$_$4,A,2,6,6,0.1405640384984556,peak
116,266791$_$24,A,1,7,10,0.4658404810831865,3
116,266791$_$24,A,2,6,7,0.20853987927792422,1
116,266791$_$24,A,3,9,9,0.1312301095473462,1
117,266791$_$20,A,1,29,34,0.2813414145796668,3
117,266791$_$20,A,2,33,36,0.14124866401773128,1
117,266791$_$20,A,3,4,6,0.12669008085634031,3
118,266791$_$21,A,1,11,20,0.44951210348466236,5
118,266791$_$21,A,2,13,15,0.20217029572387868,1
118,266791$_$21,A,3,18,20,0.1060473299011331,3
119,266791$_$23,A,1,16,21,0.5810090307129363,5
119,266791$_$23,A,2,19,19,0.1643172161922357,peak
119,266791$_$23,A,3,27,29,0.06524530327428871,3
120,266791$_$29,A,1,1,3,0.4999999999999998,3
121,266791$_$3,A,1,12,16,0.48291313674083536,5
121,266791$_$3,A,2,15,15,0.1060564589614284,peak
121,266791$_$3,A,3,11,11,0.0845507850582358,1
122,266791$_$5,A,1,6,13,0.25044688644688545,5
122,266791$_$5,A,2,26,27,0.2324480585325886,1
122,266791$_$5,A,3,1,3,0.1605107991667244,3
123,266791$_$4,A,1,11,13,0.3370612668743505,3
123,266791$_$4,A,2,6,7,0.2776505711318795,1
123,266791$_$4,A,3,9,10,0.1557281931464174,5
124,266791$_$6,A,1,34,36,0.2356081933274827,3
124,266791$_$6,A,2,24,27,0.21745313832508278,5
124,266791$_$6,A,3,16,20,0.17965933307481421,5
125,266791$_$8,A,1,3,5,0.5196712121134264,3
125,266791$_$8,A,2,1,2,0.18736548153581561,1
126,266791$_$11,A,1,8,10,0.4556417133427221,3
127,266791$_$14,A,1,3,8,0.4456917191905114,5
127,266791$_$14,A,2,12,14,0.1836988559780662,1
127,266791$_$14,A,3,5,5,0.0978660735700236,peak
128,270254$_$23,A,1,1,1,0.3079752742881209,1
128,270254$_$23,A,2,8,11,0.1870844829851527,5
128,270254$_$23,A,3,3,4,0.1753108673374501,1
129,270254$_$0,A,1,6,10,0.3709402081571564,5
129,270254$_$0,A,2,3,4,0.1211377231477539,3
129,270254$_$0,A,3,9,9,0.0778955850486394,peak
130,270254$_$6,A,1,3,8,0.4812955426949795,5
130,270254$_$6,A,2,5,5,0.1886041360230913,peak
130,270254$_$6,A,3,10,10,0.1324847464550826,1
131,270254$_$8,A,1,14,19,0.44218349567503934,5
131,270254$_$8,A,2,17,17,0.0917875980695019,peak
131,270254$_$8,A,3,15,15,0.0713607538040806,1
132,270254$_$11,A,1,2,5,0.7735607340399322,5
132,270254$_$11,A,2,4,4,0.2129448917458365,peak
132,270254$_$11,A,3,6,6,0.1174355427974353,1
133,270254$_$14,A,1,5,7,0.47935107246588776,3
133,270254$_$14,A,2,8,8,0.107756991380343,1
134,270254$_$16,A,1,5,8,0.6416799608390135,3
134,270254$_$16,A,2,7,7,0.2409873203410067,peak
134,270254$_$16,A,3,12,12,0.0549256721267421,1
135,272624$_$10,A,1,32,36,0.0763498853139914,1
135,272624$_$10,A,2,21,24,0.0566238918851899,5
135,272624$_$10,A,3,11,13,0.040927406856363396,3
136,272624$_$13,A,1,3,9,0.2736974094010305,3
136,272624$_$13,A,2,14,16,0.1074683716985011,3
136,272624$_$13,A,3,5,5,0.0447320564168526,peak
137,272624$_$12,A,1,1,6,0.1769270864657882,1
137,272624$_$12,A,2,5,5,0.0372346183917724,peak
137,272624$_$12,A,3,11,11,0.0290090415188147,1
138,272624$_$16,A,1,44,48,0.5099614494988434,5
138,272624$_$16,A,2,46,46,0.2122571237918377,peak
138,272624$_$16,A,3,10,15,0.0922950398355175,1
139,272624$_$18,A,1,9,17,0.1824931356397579,3
139,272624$_$18,A,2,7,8,0.0347149917627676,1
139,272624$_$18,A,3,11,11,0.0224733662822624,peak
140,272624$_$2,A,1,42,44,0.5173388145912472,3
140,272624$_$2,A,2,4,9,0.0970286725295309,5
140,272624$_$2,A,3,22,27,0.0888276005620021,5
141,272624$_$6,A,1,13,18,0.2834994776723019,5
141,272624$_$6,A,2,3,5,0.1051777613683895,3
141,272624$_$6,A,3,24,25,0.07300538067229709,5
142,272624$_$9,A,1,26,37,0.1635063346684213,5
142,272624$_$9,A,2,29,30,0.030461492498296,1
142,272624$_$9,A,3,32,33,0.027827260080852102,1
143,272624$_$8,A,1,13,15,0.5112250090876046,3
143,272624$_$8,A,2,18,27,0.19540530716103202,5
143,272624$_$8,A,3,21,23,0.0627844420210831,1
144,273539$_$3,A,1,10,17,0.5350937384269431,5
144,273539$_$3,A,2,18,20,0.13083391994252191,1
144,273539$_$3,A,3,11,11,0.084814387250833,peak
145,273539$_$2,A,1,1,3,0.4999999999999999,3
146,273539$_$9,A,1,23,29,0.2616380425779548,5
146,273539$_$9,A,2,40,44,0.2394853742744659,3
146,273539$_$9,A,3,18,19,0.069142859989658,1
147,290546$_$3,A,1,23,23,0.5040151319748947,1
147,290546$_$3,A,2,4,9,0.22074198263261938,5
147,290546$_$3,A,3,11,12,0.0669890809044793,3
148,290546$_$5,A,1,23,31,0.6579444695623936,3
148,290546$_$5,A,2,24,25,0.1762951175751149,1
148,290546$_$5,A,3,6,7,0.0445076808802846,1
149,290546$_$7,A,1,42,46,0.5070201152740544,5
149,290546$_$7,A,2,45,45,0.2924150772283602,1
149,290546$_$7,A,3,5,11,0.1217641461417598,5
150,290546$_$6,A,1,3,4,0.39466406513861907,3
150,290546$_$6,A,2,8,8,0.0705162781840719,1
151,2S00zYaVrtc$_$10,A,1,12,16,0.43186611054231927,5
151,2S00zYaVrtc$_$10,A,2,2,4,0.28249938537294883,1
151,2S00zYaVrtc$_$10,A,3,14,14,0.1120108361364368,peak
152,2S00zYaVrtc$_$12,A,1,4,8,0.3921100247472409,5
152,2S00zYaVrtc$_$12,A,2,1,3,0.3517148011942185,1
152,2S00zYaVrtc$_$12,A,3,8,8,0.1292083068934375,1
153,2S00zYaVrtc$_$20,A,1,10,13,0.5913952248903359,3
153,2S00zYaVrtc$_$20,A,2,11,11,0.1756035498875489,peak
153,2S00zYaVrtc$_$20,A,3,4,4,0.0337971594731418,1
154,2S00zYaVrtc$_$17,A,1,1,5,0.4113583055169904,5
154,2S00zYaVrtc$_$17,A,2,7,8,0.1303559559558725,1
154,2S00zYaVrtc$_$17,A,3,3,3,0.1048250148356364,peak
155,2S00zYaVrtc$_$5,A,1,12,15,0.2889254406590403,5
155,2S00zYaVrtc$_$5,A,2,7,9,0.21340178049999842,1
155,2S00zYaVrtc$_$5,A,3,5,7,0.16859270672829998,5
156,2S00zYaVrtc$_$4,A,1,11,15,0.46090277194226315,5
156,2S00zYaVrtc$_$4,A,2,12,12,0.1321441440346971,peak
156,2S00zYaVrtc$_$4,A,3,17,18,0.09094373208594039,1
157,2Xt31_d0XEE$_$2,A,1,19,24,0.5489088557696383,5
157,2Xt31_d0XEE$_$2,A,2,12,13,0.1319745184728561,3
157,2Xt31_d0XEE$_$2,A,3,22,22,0.123701984367213,peak
158,31474$_$11,A,1,7,7,0.5414543537781538,1
158,31474$_$11,A,2,3,5,0.3019419138124661,5
159,31474$_$14,A,1,7,10,0.5311828015867796,3
159,31474$_$14,A,2,8,8,0.1709306139560871,peak
159,31474$_$14,A,3,1,1,0.1413466890115062,1
160,31474$_$0,A,1,8,12,0.3154343692232075,5
160,31474$_$0,A,2,1,3,0.12630314313658292,1
160,31474$_$0,A,3,3,4,0.1130716619814012,3
161,31474$_$3,A,1,23,25,0.4077392039382368,3
161,31474$_$3,A,2,14,14,0.1356595336083444,1
161,31474$_$3,A,3,17,20,0.10993611681496669,5
162,31474$_$6,A,1,2,5,0.42025277764882574,5
162,31474$_$6,A,2,1,2,0.22312956357317798,1
162,31474$_$6,A,3,5,5,0.1293344060955071,1
163,31474$_$9,A,1,6,7,0.5452864192233423,1
163,31474$_$9,A,2,4,5,0.1359364943145247,5
164,31474$_$8,A,1,4,5,0.21933621933621938,3
164,31474$_$8,A,2,1,1,0.0559884559884559,1
165,32681$_$1,A,1,4,9,0.717330694082567,3
165,32681$_$1,A,2,7,7,0.1939532266156667,peak
165,32681$_$1,A,3,12,13,0.0542566238640191,1
166,32681$_$3,A,1,24,30,0.4857458143128927,5
166,32681$_$3,A,2,28,29,0.1997798641461873,1
166,32681$_$3,A,3,17,20,0.135,3
167,32681$_$5,A,1,18,24,0.4452123177356522,5
167,32681$_$5,A,2,2,4,0.11859412847471298,3
167,32681$_$5,A,3,21,21,0.1023719898202824,peak
168,32681$_$6,A,1,4,6,0.0783515216041166,1
168,32681$_$6,A,2,13,15,0.0766125454706767,3
168,32681$_$6,A,3,23,24,0.043039659302635,5
169,33170$_$1,A,1,42,46,0.3551263999934348,5
169,33170$_$1,A,2,4,7,0.166000243025794,3
169,33170$_$1,A,3,12,17,0.128569506122998,5
170,33170$_$3,A,1,15,22,0.1960033744595589,5
170,33170$_$3,A,2,19,20,0.0539386270167667,1
170,33170$_$3,A,3,9,10,0.0401455235684908,1
171,33170$_$4,A,1,23,23,0.508054372083587,1
171,33170$_$4,A,2,9,15,0.19549604382227642,5
171,33170$_$4,A,3,2,5,0.09780888618380991,3
172,3MFNIag0wNE$_$12,A,1,9,15,0.3033726289111422,5
172,3MFNIag0wNE$_$12,A,2,38,42,0.20407089413294638,5
172,3MFNIag0wNE$_$12,A,3,14,14,0.0566976403462227,peak
173,3MFNIag0wNE$_$14,A,1,23,31,0.6023145065730849,5
173,3MFNIag0wNE$_$14,A,2,28,28,0.1174531789752969,peak
173,3MFNIag0wNE$_$14,A,3,19,21,0.08384986452700349,3
174,3MFNIag0wNE$_$16,A,1,7,12,0.5484627541845555,3
